序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
592,246598889584,246326268849,二级评论,2480594,milk2015,6,保密,回复 @小魔星Ro : 林肯和罗斯福那会军工复合体能量还没那么大，林肯死在南方余孽（和北方那些对林肯不满的家伙）手里，罗斯福可惜身体不行，肯尼迪是动了华尔街和建制派的蛋糕（他想要改革美元制度）,2024-11-08 15:05:38,0,2,铸钢铁巨兽，护万家灯火！凝华夏军魂，卫锦绣河山！,上海,是,https://i2.hdslb.com/bfs/face/31897bfd899ab730c1bb1b9c2e9599a4e7c1b4a5.jpg
593,246326268849,246647851712,二级评论,2081680835,小魔星Ro,4,保密,回复 @milk2015 :我了解不是那样，林肯时期和罗斯福时期，美国是有团体想让美国成为一部巨大的战争机器参与到欧洲战争中，而进入战争，就要进入战争经济状态，军工产业与国家政策与经济体系高度绑定，美国政府从成立之初，仅是个行政机构，不掌控军事和经济，一旦政军经合体就会成为帝国主义国家，林肯和罗斯福都在努力不让这个事情发生，肯尼迪是想通过立法，深度限制经济与军事的捆绑，所以肯尼迪遇刺，背后事情非常不简单,2024-11-09 01:17:40,0,0,,浙江,否,https://i2.hdslb.com/bfs/face/aa4d7e2f4f6a89562b8f0589c435d00be69c4d8a.jpg
594,246326268849,246647916432,二级评论,2081680835,小魔星Ro,4,保密,回复 @milk2015 :林肯，罗斯福，肯尼迪，绝对不是你了解的那么简单，看看他们的下一任，对军队做的改革,2024-11-09 01:21:08,0,0,,浙江,否,https://i2.hdslb.com/bfs/face/aa4d7e2f4f6a89562b8f0589c435d00be69c4d8a.jpg
595,246647851712,246352408081,二级评论,2480594,milk2015,6,保密,回复 @小魔星Ro : 水太深了，太多利益团体牵扯进去了,2024-11-09 02:38:57,0,1,铸钢铁巨兽，护万家灯火！凝华夏军魂，卫锦绣河山！,上海,是,https://i2.hdslb.com/bfs/face/31897bfd899ab730c1bb1b9c2e9599a4e7c1b4a5.jpg
596,246326268849,246685675648,二级评论,326273207,路西法的信使,4,保密,回复 @milk2015 :林肯死在南方余孽手里，这个你都能信么？他的死因还是金融方面。,2024-11-09 10:07:48,0,0,,山西,否,https://i2.hdslb.com/bfs/face/b7613d754484ca9957e9adb6f5cdca0e000e5b02.jpg
597,246532583424,246522269953,二级评论,308975158,68147094,6,保密,刺客联盟[doge],2024-11-11 03:54:55,0,0,,湖北,否,http://i1.hdslb.com/bfs/face/181361a6c080d4ad16b28f4c38ede457241697b6.jpg
598,246532583424,246676794257,二级评论,1420366496,楚儿不冷,4,保密,现在科技财团的新贵上桌了，暗杀不会变的容易，因为他们的信息基本都掌握在这群人手里，是时候洗牌了,2024-11-13 04:22:20,0,0,把我发的视频看完再评论，OK？,广东,否,https://i2.hdslb.com/bfs/face/405e3a511062794ce3cfd26eee524a0cf02ba0c8.jpg
599,246532583424,247492817344,二级评论,389269249,wululu小牧师,5,男,犹太财阀,2024-11-19 00:55:53,0,0,,上海,是,https://i1.hdslb.com/bfs/face/504ddcb6667e628c261a4176701570de8e78b86f.jpg
600,246532583424,249789196785,二级评论,36951682,苏夜鲤,6,男,这些人无一不是集权,2024-12-21 03:57:57,0,0,安能摧眉折腰事权贵，使我不得开心颜,安徽,是,https://i1.hdslb.com/bfs/face/91233e4f30ae650c56293fc9490ab16a3bebed03.jpg
601,0,246532467376,一级评论,9454500,gust8738,3,保密,我说未来生产领域，机器人替代人工，无论企业还是政府管理AI化，普通人定期领工资，而衣食住行基本免费，,2024-11-07 13:00:16,2,1,胖猫君,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
602,246532467376,246660080048,二级评论,33591417,Ex脑洞放出,6,女,如果机器人替代人工，普通人怎么领工资,2024-11-09 04:17:54,0,0,“我忽然发现要找的鞋穿在脚上，于是加入人流开始歌唱”,江苏,是,https://i0.hdslb.com/bfs/face/191eda76c78aafe2cbbbeb02771dcba45e3a04a1.jpg
603,246660080048,246381573969,二级评论,1293983,天穹波斯猫,6,保密,回复 @Raimt : 我就喜欢看这些天天做梦发金条的,2024-11-09 09:36:03,0,1,,黑龙江,是,https://i2.hdslb.com/bfs/face/3464b158c4a4bb9ebb4d19385b45286a4e3c565e.jpg
604,0,246532280560,一级评论,9454500,gust8738,3,保密,张祥前的理论发过马斯克，但是他没有回，里面果壳星就是用AI替代公务员，整个社会在AI的管理之下，是不是受到张祥前的小说的影响。,2024-11-07 12:58:27,1,5,胖猫君,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
605,246532280560,249797104449,二级评论,294193282,长风万里不送客,6,保密,难崩，这种观念在n年前的科幻小说里早就写烂了,2024-12-21 05:34:02,0,0,,四川,否,https://i1.hdslb.com/bfs/face/d85949fd3ff363d8f65c732faa8c43b41ed5a299.jpg
606,0,246236992561,一级评论,1466168081,枫叶递花,4,保密,最后的bgm是DJ轩浩版的吗，怎么感觉比他们唱得慢，我在网上没搜到慢速版的，up给个链接呗,2024-11-07 12:58:26,0,0,我玩原神,安徽,否,https://i2.hdslb.com/bfs/face/15b0d4d88dcf1e8ae9eec815f20fd3247e5acf35.jpg
607,0,246531345552,一级评论,1722933007,情之未殇2,4,保密,为什么要那么做[无限暖暖_毛线汪汪],2024-11-07 12:46:51,0,0,,江西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
608,0,246530719840,一级评论,698795020,爱泼齐,5,保密,中国迟早也要走人工智能取代部分公务员的路，否则将来无法和美国竞争,2024-11-07 12:38:55,23,5,,广东,是,https://i1.hdslb.com/bfs/face/ae1fe1c456f886136c008cadb8c3e3ee3af7e2c8.jpg
609,246530719840,246251965121,二级评论,84101065,糖叁菌,6,男,底层公园就是要跟人民打交道啊，调节社会矛盾，是机器不会发怒，只会一遍一遍说重复的话，可能没有一些调节大师好，但是我的评价是有时候他会过于强调政治正确，到时候把你逮捕,2024-11-07 16:14:40,0,3,"聊天QQ群：308697916
个人QQ：3552085739",广东,是,https://i1.hdslb.com/bfs/face/8bf486d2890ccd749a5b136b4f43a88f449b3eed.jpg
610,246530719840,246251989249,二级评论,84101065,糖叁菌,6,男,而且有些人会问一些ai也无法问回答的抽象问题，到时候ai死机了那直接全直接全国瘫痪，根本搞不了,2024-11-07 16:16:09,0,1,"聊天QQ群：308697916
个人QQ：3552085739",广东,是,https://i1.hdslb.com/bfs/face/8bf486d2890ccd749a5b136b4f43a88f449b3eed.jpg
611,246530719840,246255813713,二级评论,1793288455,伊莲酱_ElaineChan,5,保密,想多了，有一些事需要人担责,2024-11-07 17:24:09,0,2,姑且还是续一下吧,美国,是,https://i1.hdslb.com/bfs/face/79bea79f9421643588009f42b374d7e0481968ae.jpg
612,246530719840,246263211233,二级评论,381870166,灵境84,6,保密,啥脑洞，你咋不直接机器人代替人？真是倒反天罡了，不知道你科学发展的目的是啥。,2024-11-07 23:34:42,0,3,,广东,是,https://i1.hdslb.com/bfs/face/1d446991eabaf6b27251e77a67cab0edd67a6a86.jpg
613,246251989249,246271109617,二级评论,253393192,gegdhdh,6,保密,回复 @糖叁菌 :[笑哭]ai可以回答重复流程问题加快效率，就像电话客服一样，还是有人工服务的,2024-11-08 02:31:05,0,1,,安徽,否,https://i1.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg
614,246530719840,246277707665,二级评论,13843892,Barry・吴,6,男,苏联OGAS狂喜,2024-11-08 04:14:28,0,0,游戏资源到游侠网/Romsfun找，打不开用虚拟机（XP系统）,广东,否,https://i2.hdslb.com/bfs/face/6438f73058660064e2e7ce32d003c7d38a16039c.jpg
615,246251965121,246580766256,二级评论,3493293671320039,繁华终会逝去,4,男,回复 @糖叁菌 :按机器规则办事，违反规则的人直接改抓的抓。用机器最好，没必要讲人情人道主义。,2024-11-08 05:24:29,0,1,老骥伏枥，志在千里,福建,否,https://i1.hdslb.com/bfs/face/1cfbf0edcc92870eb56d0964f38bd9c5eeb7075e.jpg
616,246580766256,246342812369,二级评论,125138089,风中飘浮的喵,6,保密,回复 @古墓丽影1 :那有个问题，法律也是需要不断改进和添加补丁的，甚至很多刑法都有情节严重加邢，情节轻减刑的规定，这ai怎么判断，人情世故社会处处人情世故是很让人腻歪，但是处处没有人情味，冰冷处理，会引发没必要社会矛盾。,2024-11-08 23:01:15,0,1,,湖北,是,https://i1.hdslb.com/bfs/face/fa55d0c5ba8caa775a2fa31630e41bb03295730c.jpg
617,246530719840,246738617712,二级评论,698795020,爱泼齐,5,保密,人工智能发展到一定程度，一定可以把一些办证啥的业务电子化，这样大家不用上门也能把事办了，轻松公平，解决纠纷一线执法这样的活，机器一时半会替代不了很正常,2024-11-10 02:11:36,0,0,,广东,是,https://i1.hdslb.com/bfs/face/ae1fe1c456f886136c008cadb8c3e3ee3af7e2c8.jpg
618,246447059553,246447252625,二级评论,1793288455,伊莲酱_ElaineChan,5,保密,回复 @开哥兄弟们想你了 :是，很多职业说白了需要人类背锅,2024-11-10 04:51:42,0,0,姑且还是续一下吧,美国,是,https://i1.hdslb.com/bfs/face/79bea79f9421643588009f42b374d7e0481968ae.jpg
619,246530719840,246676850241,二级评论,1420366496,楚儿不冷,4,保密,美国人少，把难民赶出去这些公务员就能挤出工作机会。中国😅,2024-11-13 04:20:37,0,0,把我发的视频看完再评论，OK？,广东,否,https://i2.hdslb.com/bfs/face/405e3a511062794ce3cfd26eee524a0cf02ba0c8.jpg
620,246251989249,246676885377,二级评论,1420366496,楚儿不冷,4,保密,回复 @糖叁菌 :有点像Microsoft出问题了，全世界一大堆机场没法飞[笑哭],2024-11-13 04:21:24,0,0,把我发的视频看完再评论，OK？,广东,否,https://i2.hdslb.com/bfs/face/405e3a511062794ce3cfd26eee524a0cf02ba0c8.jpg
621,246342812369,246715649873,二级评论,3493281679805077,埋伏路人的宝箱怪,4,保密,回复 @风中飘浮的喵 :你觉得AI没人情味就是臆想了[笑哭]去了解一下现在的AI吧！情感比人丰富多了，基本上玩过AI聊天的都认为AI提供情绪价值比人好多了,2024-11-13 13:24:00,0,0,,新疆,否,https://i1.hdslb.com/bfs/face/30aa50bd95551510477a35dfd9cba72c873dbb61.jpg
622,246530719840,247497723296,二级评论,1732646041,Yrewq13355y,3,保密,支持裁剪一波，也在网上评选出最该裁的部门,2024-11-19 02:26:14,0,0,,四川,否,https://i1.hdslb.com/bfs/face/dec4a419c0252179751734d723998fb52046cc04.jpg
623,246447059553,247285174833,二级评论,176537855,呜啦啦水果茶,5,女,回复 @开哥兄弟们想你了 :可是体制内就是责任制，申论课上，所有老师上课讲的都是职权明确，责任明确，出了问题是要追责的。,2024-11-20 12:20:02,0,0,就想当一条咸鱼,重庆,否,https://i2.hdslb.com/bfs/face/1f232a6cd410f1abd2750e4bbb4734f5d5d2f40e.jpg
624,246255813713,248908975472,二级评论,667449548,何不青春趁年华,5,男,回复 @伊莲酱_ElaineChan :有人就有江湖，只有AI才会没那么多社会乱象,2024-12-05 12:12:15,0,0,此心光明，亦复何言。,广东,是,https://i2.hdslb.com/bfs/face/399d401031679faa257cc18469030a26f88f7a72.jpg
625,246530719840,250255929536,二级评论,336731207,卡卡西KAK,6,男,我也是这样认为，而且这一定是未来的趋势,2024-12-21 02:38:50,0,0,,湖南,否,http://i2.hdslb.com/bfs/face/54947ab27ec687e360d3e43d1143b5de6e7b9d56.jpg
626,246530719840,250256249168,二级评论,1556819,无良良小朋友,6,保密,你猜为什么防空警报那个机器是手摇的[无语],2024-12-21 02:42:51,0,0,,四川,是,https://i2.hdslb.com/bfs/face/118f9fa67c2cd5d9ea46d4501790074aea746b0e.jpg
627,246530719840,250259752464,二级评论,301866805,胖哒可哒鸭,6,保密,你对ai没有了解,2024-12-21 03:34:12,0,0,分享一些有趣的视频,山西,是,https://i1.hdslb.com/bfs/face/2e3272a0171cbe60e255499dbce715c121f1272e.jpg
628,246530719840,250327432912,二级评论,27919205,太阳捡星星,6,男,我感觉窗口柜台这种极大磨灭耐心的工作被ai取代是好事[微笑],2024-12-21 17:01:05,0,0,自助者天助,河北,是,https://i2.hdslb.com/bfs/face/9daa2bf1dc7f24a26c2c56d61baf45dc10a94caa.jpg
629,250327432912,250332158672,二级评论,8458903,手里捧着菊花茶,6,男,回复 @太阳捡星星 :现在柜台其实就是保底一样的存在啊，当一些手机app无法完成的业务，就需要柜台了,2024-12-21 18:39:18,0,0,•᷄ࡇ•᷅,上海,是,https://i1.hdslb.com/bfs/face/7d705c3b81f8b897bbd4e6de8ae76ee3385446c5.jpg
630,246580766256,250332381296,二级评论,1839115711,WEAIC_,5,男,回复 @古墓丽影1 :法律等于机器 人情等于润滑油 没有人情的法律执行效果差 只有人情也不行 要相辅相成,2024-12-21 18:43:37,0,0,,河北,否,https://i1.hdslb.com/bfs/face/1b99816763c383875efcd1685c024413e072acd2.jpg
631,246342812369,250355966048,二级评论,506835543,龙之TTT羽翼,5,保密,回复 @风中飘浮的喵 :立法由人来决定不就行了？执法可以用机器，审批可以用陪审团,2024-12-22 04:36:27,0,0,,河南,否,https://i0.hdslb.com/bfs/face/bf50fc7f0635b5ce2bed25b3d13d1a669d99dc4c.jpg
632,0,246530721568,一级评论,325104615,森哥今日无事,6,男,老马主要是把公司里的那群混吃等死的印度裔全都炒鱿鱼了，剩下都是干活的，而且全都涨工资，剩下的员工自然欢迎,2024-11-07 12:37:38,1,36,多读书是为了心平气和和货仔讲道理，多锻炼身体是为了货仔心平气和我讲道理,广东,否,https://i0.hdslb.com/bfs/face/29f00495f5396206c73255c1790f47152eaf0ed9.jpg
633,246530721568,246920890448,二级评论,1190436049,YellowNggerG,5,保密,但凡看过马斯克接受推特后和员工的那些合影都说不出这话[藏狐],2024-11-12 07:05:19,0,4,,美国,是,https://i1.hdslb.com/bfs/face/8b6d0e87d9b5d14daaa61b97381704194622f1bf.jpg
634,0,246530029728,一级评论,1681099516,露米娜思,5,保密,我觉得trp可能是美国版的秦始皇,2024-11-07 12:29:42,1,1,我爱你,浙江,否,https://i1.hdslb.com/bfs/face/99adb056ad6d8c3258793e9bda3fe456cf62fa77.jpg
635,246530029728,246252244449,二级评论,84101065,糖叁菌,6,男,如果他干的不好就是第2个撒切尔，如果他干的好的话就是第2个罗斯福，但很难想象，特朗普是罗斯福的感觉,2024-11-07 16:17:05,0,1,"聊天QQ群：308697916
个人QQ：3552085739",广东,是,https://i1.hdslb.com/bfs/face/8bf486d2890ccd749a5b136b4f43a88f449b3eed.jpg
636,0,246529878560,一级评论,325104615,森哥今日无事,6,男,而美国真正的公务员是军方~[笑哭],2024-11-07 12:27:08,0,0,多读书是为了心平气和和货仔讲道理，多锻炼身体是为了货仔心平气和我讲道理,广东,否,https://i0.hdslb.com/bfs/face/29f00495f5396206c73255c1790f47152eaf0ed9.jpg
637,0,246529666112,一级评论,21545611,anxin0,6,保密,"2025计划可能是川普团队提前放出来的试水温，心里建设预防
如果川普不知道是民间起草的，那更好川普直接拿来用
马斯克不是会精简成本嘛，那就给他权利让他去干，成功了川普领功失败了也无所谓",2024-11-07 12:25:17,0,0,,日本,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
638,0,246529064688,一级评论,1293618512,铁血多柔情,3,保密,国人就是这情况，做什么都将变得非法！,2024-11-07 12:16:30,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
639,0,246528919936,一级评论,2057536249,背时P枪壳,5,保密,我更倾向懂王会放弃清算，团结两党煽动民众一致对外，毕竟也算是老政客了。竞选可以骂骂街，真上秤怕秤杆先断了[吃瓜]剩下能作为议题也就压制对面了，所以放弃幻想吧毕竟对手不是傻子,2024-11-07 12:15:39,4,3,事在人为,四川,否,https://i1.hdslb.com/bfs/face/8380e679d178fb74f45a72fc6b91029df1de58fd.jpg
640,246528919936,246234550513,二级评论,3110152,Toma小柒,6,保密,那就选黑利或者德桑蒂斯当搭档了，为什么选万斯，已经不给皿煮党机会了，毕竟奥黑时代皿煮党也没给共和党机会。,2024-11-07 12:27:35,0,0,,河南,是,https://i1.hdslb.com/bfs/face/35127f57774175694f65ade0be36adebc9166660.jpg
641,246528919936,246236691809,二级评论,639079766,爱你温柔5,5,保密,肯定清算的，川普差点没了，还有这几年被调查什么的，日子一点不好过,2024-11-07 12:54:37,0,0,,北京,否,https://i2.hdslb.com/bfs/face/fe3d4814c16e3cc2583a9c8e4a8b27951abde60c.jpg
642,246528919936,246252222625,二级评论,84101065,糖叁菌,6,男,主要是怎么说呢，放弃清算那是不可能的，寡头政治那他永远达不到，统一看上去好像都同意了，但是其实啊，建制派还是悬在他头顶上的剑，那没办法呀，像他想赚钱也好，马斯克也想赚钱也好，那都要除掉这个老一辈,2024-11-07 16:18:09,0,0,"聊天QQ群：308697916
个人QQ：3552085739",广东,是,https://i1.hdslb.com/bfs/face/8bf486d2890ccd749a5b136b4f43a88f449b3eed.jpg
643,246528919936,246564378640,二级评论,37291948,bili_37291948,5,保密,民主党甚至直接开枪杀他，今后也会一直杀，估计他都活不到上台,2024-11-08 01:22:52,0,0,凭心情原创动画制作,山东,否,https://i1.hdslb.com/bfs/face/20a37cc7e89669e08cd6d1585f754c84bd9cf284.jpg
644,0,246528654192,一级评论,1293618512,铁血多柔情,3,保密,中国什么时候精简公务员?高薪有了，跟工作能力及效率符合吗?,2024-11-07 12:11:46,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
645,0,246528642288,一级评论,314632049,月下小fu璃,5,女,突然觉得我对自己的国家一无所知,2024-11-07 12:11:20,0,0,靠收租子的没落贵族,北京,是,https://i2.hdslb.com/bfs/face/e400bf52480e41ae9fe7322254250b5640805619.jpg
646,0,246233138897,一级评论,508343198,゚太阳给我暖被窝,5,保密,马斯克不会真拿的王莽剧本吧,2024-11-07 12:06:44,0,0,PC转手搓,河南,否,https://i2.hdslb.com/bfs/face/2b089daf9852e9ed4cba6cbfbf2d7a35f5c82e00.jpg
647,0,246232479409,一级评论,600991199,神様さきこ,4,保密,削减冗官可不好办啊,2024-11-07 12:00:27,0,0,"纵使被举报，被禁言，也会一直战斗下去
对圣厨和祥黑的斗争，要一直打到完全胜利",天津,否,https://i2.hdslb.com/bfs/face/0ca771196ca9d68b8334d45566591670e2cc65e4.jpg
648,0,246527776368,一级评论,429899317,songruiyin,6,保密,"哎，内部政策拿出来曝光
这国家完了",2024-11-07 12:00:17,0,1,,浙江,否,https://i1.hdslb.com/bfs/face/4f7be0acd7b4fb7b520367018f0ff7973b6e40e8.jpg
649,0,246527564352,一级评论,10572230,CPninety,6,保密,川普顶多只能动联邦公务员，地方政府又不归他管的，双方是平行组织,2024-11-07 11:58:13,0,1,,广东,是,http://i2.hdslb.com/bfs/face/eda0eea823d148ac63abc0bf30929106dc04c499.jpg
650,0,246527624176,一级评论,1313030,牡丹猪,6,男,把公务员的工作交给ai，最重要的一点要是削减了他们的自主裁量权。,2024-11-07 11:57:46,4,91,如果有需要，我给两币给点赞吧，虽然不知道有啥用，但是多了总归看着开心。,广东,否,https://i2.hdslb.com/bfs/face/27804337c46ff201e1ab6e0af4511d52dd283fbf.gif
651,246527624176,246240359249,二级评论,162334272,雾狐kiss,5,男,ai决策我是支持的，关键是目前的ai技术够呛，除非老马疯狂发展ai，把如今的ai变成二级人工智能，那确实比那些七七八八的部门效率高多了,2024-11-07 13:43:09,0,30,,中国香港,是,https://i0.hdslb.com/bfs/face/7cbb0894d0e05d1562294b6827d65248ad0aab50.jpg
652,246240359249,246261934113,二级评论,1835126389,逍遥宅一生,4,保密,回复 @雾狐kiss : 四年时间不够，美国这个制度就是搞笑，想干件事，先扯皮。一条路线走四到八年，换个姿势又重新扯皮。他能发展起来就怪了，只能拉着世界上所有国家一起烂才能维持生活。,2024-11-07 22:38:30,0,8,,广西,否,https://i1.hdslb.com/bfs/face/e5e78eb3f4d455f6a71b60425bf9829d928330a5.jpg
653,246261934113,246745484192,二级评论,488777631,MistMountain,5,保密,回复 @逍遥宅一生 : 4年确实做不了什么事情，但可以奠定一个基础，拥有一个萌芽。这才是至关重要的。,2024-11-10 03:42:27,0,0,,四川,否,https://i0.hdslb.com/bfs/face/5c40831b23aebc860907de9e6c095aa82098e0b5.jpg
654,246527624176,247107740096,二级评论,476612618,小溜子哥,6,保密,这肯定是大趋势,2024-11-14 11:54:15,0,0,,黑龙江,否,http://i2.hdslb.com/bfs/face/5e599a5c177d038fee9234b47ba31209b577a0e3.jpg
655,0,246232356305,一级评论,1065523763,赛啦慰,4,男,马斯克的中心思想还是把自己国家变强，中国可以效仿美国的任何科技创新，但政治体制的改革创新，还真不好模仿,2024-11-07 11:57:39,1,3,梧高凤必至，花香蝶自来,几内亚,否,https://i2.hdslb.com/bfs/face/63e662ebe6d904f15b062a5c76fa26cc036cae2b.jpg
656,246232356305,246413093889,二级评论,327376859,arithman,6,男,马斯克确实是个妙人。,2024-11-09 15:50:35,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
657,0,246232190849,一级评论,1065523763,赛啦慰,4,男,老马要成功了，美国真的可能起飞，希望不要成功啊,2024-11-07 11:54:28,0,0,梧高凤必至，花香蝶自来,几内亚,否,https://i2.hdslb.com/bfs/face/63e662ebe6d904f15b062a5c76fa26cc036cae2b.jpg
658,0,246232098993,一级评论,243867574,坨坨大魔王QAQ,4,保密,最后的 春庭雪 配的太好了，燃的我热泪盈眶,2024-11-07 11:53:35,0,3,,江苏,是,https://i1.hdslb.com/bfs/face/51f0b4d5ebcbbb650871b3508fec6b0049780605.jpg
659,0,246527088544,一级评论,426058725,namder_bj,5,保密,如果懂王把up主说的全干了，除非上帝下凡护着他。否则他活不过他的任期~~~~~~~~~~~~~~~~~~~~~~~~~,2024-11-07 11:52:21,0,0,,北京,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
660,0,246526908208,一级评论,424654133,墨云天天主,5,保密,让川普学习下劳务派遣，外包，临时工，送外卖，跑滴滴,2024-11-07 11:49:14,0,1,,浙江,否,http://i2.hdslb.com/bfs/face/f192b10954e8e3261cff1936f0d6a5af7896f63f.jpg
661,0,246526887872,一级评论,198514529,空白之墙,6,男,历史上想动美联储的美国总统，下场几乎都很惨,2024-11-07 11:48:31,0,4,,海南,是,https://i2.hdslb.com/bfs/face/8da4eca683a1ccf926934ca018ff856da662a2d6.jpg
662,0,246231546001,一级评论,505157754,年龄没满26的别回我,6,保密,美国在不启动中央集权那么离解体真的不远了。,2024-11-07 11:47:11,0,1,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
663,0,246526501184,一级评论,7208232,逼力逼立,6,保密,糟糕，这么说川普是个好官儿！美国要被治好了[微笑][滑稽][笑哭][吃瓜][阴险],2024-11-07 11:44:29,0,0,我是。,广东,是,https://i0.hdslb.com/bfs/face/3fc59cc2fea117aa62b54f3e22409deed4ac22f2.jpg
664,0,246526089424,一级评论,290294229,lululufeifeifei,5,保密,能不能把我整天不干事的领导开了,2024-11-07 11:38:41,0,1,,上海,否,https://i0.hdslb.com/bfs/face/f251035c9e78f3b87063890ee55ca3a2b1886298.jpg
665,0,246525919952,一级评论,550707802,风火卡萨丁,5,保密,大选出结果了，赶紧更新,2024-11-07 11:38:20,0,0,记录梅好生活,广西,是,https://i1.hdslb.com/bfs/face/ddb77ef2a3598f3b1f3013b3f4e87f388c0acac4.jpg
666,0,246230872897,一级评论,1166909099,大妞和小妞2018,5,保密,请问他会不会选择攘外必先安内，先处理内政，回头再对付咱们。,2024-11-07 11:38:19,1,0,,河南,是,https://i2.hdslb.com/bfs/face/f6b6300dba8d99319f651d2e91c39fc6d6af9c8a.jpg
667,246230872897,246231739281,二级评论,414048655,SWTTTTTTTTTT,5,男,特朗普上台 国内很多&#34;国际化大企业&#34;都菊花一紧[滑稽],2024-11-07 11:48:55,0,0,,湖南,否,http://i1.hdslb.com/bfs/face/6595d43395b11dcd37b64599ed4f589320653636.jpg
668,0,246525898000,一级评论,477235038,大白驴子,6,保密,听说米国军费有点高，赶快裁军[抠鼻],2024-11-07 11:37:28,0,1,,四川,否,https://i0.hdslb.com/bfs/face/7f37c8238629bb1be7d540a6f19c37d1e1149e5a.jpg
669,0,246230219793,一级评论,1376570363,浅诺飘雪,5,保密,[doge_金箍]我就支持这种两党竞争的不然公务员太稳定了都不好好干活了。,2024-11-07 11:29:38,0,2,啥游戏都玩的普通游戏玩家偶尔心血来潮发视频,浙江,否,https://i2.hdslb.com/bfs/face/21c4db2e09f1a0b83c82650c3570233fc7268811.jpg
670,0,246524758064,一级评论,685926,伍拾日,5,保密,我擦，美国总统的权力这么少啊,2024-11-07 11:22:17,1,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
671,246524758064,246252464241,二级评论,84101065,糖叁菌,6,男,有实力有后台权力就大呀,2024-11-07 16:21:04,0,0,"聊天QQ群：308697916
个人QQ：3552085739",广东,是,https://i1.hdslb.com/bfs/face/8bf486d2890ccd749a5b136b4f43a88f449b3eed.jpg
672,0,246229695473,一级评论,448880686,haroldking111,5,保密,有啥劲爆的，不都是正常的事吗？,2024-11-07 11:21:08,0,0,,北京,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
673,0,246229012625,一级评论,282760884,臭布子,5,保密,那么接下来轮到谁出招了[吃瓜],2024-11-07 11:13:10,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/8ddcf9ac1615c9098ecbc47613187ca4455d26a9.jpg
674,0,246524018112,一级评论,476298401,他山之石2,5,保密,清除个屁，一代贤臣范仲淹和一代明君宋仁宗合作的“庆历新政”都无法裁员解决的问题，就他，不可能，绝对不可能,2024-11-07 11:11:57,0,0,历史爱好者，主攻宋朝 清朝,湖南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
675,0,246523340800,一级评论,406717726,人间真理是开心,5,男,确实是个战士，一般人真的做不到，何况是个富豪，祝福他能老死在床上~,2024-11-07 11:04:47,0,4,,福建,是,https://i1.hdslb.com/bfs/face/cc6aa26360679298bb254f42f78ba27e4a3b1421.jpg
676,0,246228137713,一级评论,399420855,小白茶QwQ,5,保密,特朗普这一次大换血，美那边不就是要复兴起来了吗,2024-11-07 11:02:02,3,1,,福建,否,https://i0.hdslb.com/bfs/face/4add3acfc930fcd07d06ea5e10a3a377314141c2.jpg
677,246228137713,246523745744,二级评论,10351939,寒川雪羽,6,保密,不会，只会在下坡路大踩一脚,2024-11-07 11:10:26,0,1,,安徽,否,https://i1.hdslb.com/bfs/baselabs/522361ecd842c2a68c410230fa9523550d721834.jpg
678,246228137713,246229361489,二级评论,289850664,异次元小法师,6,保密,想多了 他只有四年  而且很多州的政令退不下去,2024-11-07 11:16:51,0,1,,贵州,是,https://i0.hdslb.com/bfs/face/8c8d8bdd58a982673395c41e1278ab79d49866af.jpg
679,246228137713,246564437616,二级评论,37291948,bili_37291948,5,保密,怕是熬步肯尼迪后尘,2024-11-08 01:23:30,0,0,凭心情原创动画制作,山东,否,https://i1.hdslb.com/bfs/face/20a37cc7e89669e08cd6d1585f754c84bd9cf284.jpg
680,0,246227964353,一级评论,3493142969977677,迪亚哥0324,4,男,事与愿违啊。。。。老懂上台  多半会给正在衰落的滑向深渊的霉帝踩一脚刹车，这个国家起码又能续命4-8年，如果尬笑姐上台，这个国家的阳寿相反会少4年。。。,2024-11-07 10:59:32,0,1,,湖北,否,https://i0.hdslb.com/bfs/face/86e630c380b6433c98cb984a385f2c9efa3ba0bb.jpg
681,0,246522414256,一级评论,271251322,青屿念燕,6,男,特朗普的这种重大改革必然失败，好一点的结果就是政策不出白宫，坏一点的结果就是成为下一个肯尼迪。这种改革只有二战后罗斯福那种威望的总统才有可能成功，特朗普只是一个和平时期的普通总统。,2024-11-07 10:52:40,1,1,,贵州,否,https://i1.hdslb.com/bfs/face/7ace778d123154f34e9ba153fb41e1ec6f1be1b4.jpg
