序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
814,0,246277122033,一级评论,457706282,瞻畜,5,保密,就像看看懂王怎么搞詹姆斯的，我想知道牢詹也干了，肛密怎么洗,2024-11-08 04:06:01,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
815,0,246574246416,一级评论,99368032,假装带妹上分,6,男,话说我对象学的是社会经济学，我没事就爱跟她讨论这个，尤其这次老美大选，我一直跟她开玩笑说川普这次不可能不上台，只不过就是没想到赢的这么彻底，应该算是老美历史上权利最大的总统了吧。唯一担心的就是我跟我对象调侃我怕他活不到上任[笑哭]我说万一中间出事故那真就成了世界乐子了,2024-11-08 04:04:07,0,0,只爱旅行，自驾游,重庆,是,https://i1.hdslb.com/bfs/face/3b7c480d8f68a6e7158dd335f7625722ad5d8020.jpg
816,0,246277040769,一级评论,291196991,台球大侦探,5,男,想剧本发展快点，想看抢龙头棍，以和为贵,2024-11-08 04:03:48,0,0,台球爱好者，台球比赛直播解说，直播方案设计，直播间搭建及相关咨询，台球文化传播,广东,否,https://i2.hdslb.com/bfs/face/01a39cdacfa2b0c00c43e9fcc54cee4c20b634fc.jpg
817,0,246276899185,一级评论,432475795,小月月鸟儿,6,保密,拜尔登法环[doge],2024-11-08 04:03:36,0,0,查无此人,辽宁,否,https://i1.hdslb.com/bfs/face/df20b2cb6b6f4bfb5c7ee0ace1707271a924d8e1.jpg
818,0,246276875953,一级评论,27746657,狂魔丨煞魂殇,6,保密,这不拍纪录片？,2024-11-08 04:03:17,0,0,"到我这里的病人都说自己没病……
                                            ——重症九组",河北,否,https://i2.hdslb.com/bfs/face/bf21d5e2febc413be641fec205fa0dae4efa90ae.jpg
819,0,246276779873,一级评论,15221975,被判无期都下来陪我,6,保密,伊朗境外势力不可能暗杀一个外人期间从未发生过对外战争的他国前总统的。比你跟我说山上彻也是中国人派去的还离谱,2024-11-08 04:02:53,0,0,,北京,是,https://i2.hdslb.com/bfs/face/a80fe3e7709bc617ff16fbf5805cfa9f4ae96302.jpg
820,0,246276711985,一级评论,109348462,-铃-铛-,6,男,给懂王献上首《龟虽寿[doge]》,2024-11-08 04:02:18,0,0,此人很傻，所以大家不要骗他,河北,否,https://i1.hdslb.com/bfs/face/019d5dc0c1b3fe56e7d07b2c2a4a17deb8515380.jpg
821,0,246574017568,一级评论,9102341,天涯的雨,6,保密,可太期待看瓜了！基督山伯爵白宫风云版快点上线！！！,2024-11-08 04:01:46,0,2,,江西,否,https://i2.hdslb.com/bfs/face/ef37061a92ce4bd9eb36ecf5817342e15a8c283e.jpg
822,0,246574015808,一级评论,1483136,大初心者,6,男,有没有大佬剪一下川宝版《回宫的诱惑》[大笑],2024-11-08 04:01:43,0,0,◎该帐号封禁中,陕西,是,https://i2.hdslb.com/bfs/face/598b522e7e5515c2e006a610769bedbc5499585a.jpg
823,0,246276695377,一级评论,432907566,hero3161,5,保密,懂王笑的好，哈姐真好笑，主打的一个两头堵。,2024-11-08 04:01:33,0,0,,内蒙古,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
824,0,246574000480,一级评论,77680134,希尔昂热,5,保密,香港中文大学的硕士[支持],2024-11-08 04:01:14,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
825,0,246276738289,一级评论,1536804474,印度幼崽,5,保密,军方不得给懂王开好几个洞洞,2024-11-08 04:01:04,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/d063c78f28737e14ad62b51f1dfe563639c14222.jpg
826,0,246276736209,一级评论,145151588,索德丝吶,6,保密,带好头盔别坐敞篷车还不行，行走在路上也要注意安全，详情请见纽约蓝蓝,2024-11-08 04:00:59,0,3,,江西,否,http://i2.hdslb.com/bfs/face/f0b77490839f3c622ddfd480e97a38b2fe5104c6.jpg
827,0,246276638545,一级评论,503378094,漫漫1985x,4,保密,特朗普当选，估计不会报仇,2024-11-08 04:00:50,0,0,,江苏,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
828,0,246276584513,一级评论,3546763688413699,订阅gpt看我投稿评论区,3,保密,@我是天才哇 推荐个up，还不会订阅chatgpt4.o服务的同学，可以看看他的投稿，感谢支持！,2024-11-08 03:59:04,0,1,分享各种Ai资料，感谢关注，自行领取资料,广东,否,https://i1.hdslb.com/bfs/face/49f4aec650e121885e3033115c433c76f6517319.jpg
829,0,246573672992,一级评论,507729218,独行侠我服了,4,保密,一切都是被安排好的,2024-11-08 03:58:19,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/f301e1849ea6a07feb7cff15f2e1e98d4a1f535e.jpg
830,0,246276461041,一级评论,29158097,阮o籍,6,保密,你奴才天天闹剧,2024-11-08 03:57:34,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/2985921e00d17207965bf786171026e112969583.jpg
831,0,246573636704,一级评论,690043717,burlesque-,5,保密,多元性别泰勒展开[笑哭],2024-11-08 03:57:05,0,0,,福建,否,https://i1.hdslb.com/bfs/face/b68781ae841a0aedd0cfc194e928582bbcbbd72d.jpg
832,0,246573432320,一级评论,20303912,蚊舞飞扬,6,保密,建议拜登四年再次竞选，形成闭环[doge],2024-11-08 03:55:41,0,0,,广东,是,http://i2.hdslb.com/bfs/face/29904ca12f0050081da29498d37fd9ccbbebe4ca.jpg
833,0,246276224785,一级评论,60113658,弄臣灬御坂美伶,6,男,等懂王清算完了在坐敞篷车[滑稽],2024-11-08 03:55:39,0,0,just we就是just we!既不伟大也不卑微,辽宁,是,http://i0.hdslb.com/bfs/face/93a52ca25121c5ca359c7cb22243c2b05a3cf43c.jpg
834,0,246276156481,一级评论,693274057,阿梦好想睡觉,5,男,"别地地方复制来的网友热评:
特朗普当选后：

麻薯，你幽默诙谐，希拉里赏给你

燕三，你懒惰怠政，佩洛西你抱好

圆脸，你多才多艺，哈里斯你娶了",2024-11-08 03:54:37,0,0,阿梦,河南,是,https://i1.hdslb.com/bfs/face/68cefbd02810dc6d06334d0a93ebe53db017c63f.jpg
835,0,246573300112,一级评论,532599342,木子一心成世,5,保密,[脱单doge]什么时候出一期🦆大百年校庆的,2024-11-08 03:50:56,0,0,天真岁月不忍欺,广东,是,https://i0.hdslb.com/bfs/face/7e72c58637ff26df68fb30939de078d2bbbfcdbe.jpg
836,0,246276080321,一级评论,23216362,言成真人,6,保密,"懂王：刺杀我这件事背后没有人主使？
FBI：这个可以有。
懂王：所以……
FBI：需要您列个名单。",2024-11-08 03:50:25,0,1,,四川,是,https://i1.hdslb.com/bfs/face/6c62b49cf91366116708508ecaac4adb5f3ee433.jpg
837,0,246573094592,一级评论,358852507,沪帮侬,6,男,顶一下麻B薯，给你三联,2024-11-08 03:49:23,0,0,liling,上海,否,https://i1.hdslb.com/bfs/face/1d62e4e41dec6eaac71e097603b98838189bfd32.jpg
838,0,246573083008,一级评论,39337625,星川裕也,6,男,2028马斯克总统,2024-11-08 03:48:59,0,0,天长地久岁不留，俟河之清只怀忧,日本,否,https://i2.hdslb.com/bfs/face/8978f0290f5544e3d1d5de2d017236c1052bccde.jpg
839,0,246275882017,一级评论,355655891,taffy好看喵,5,男,在懂王入住白宫时炸了白宫就好了[星星眼][星星眼][星星眼],2024-11-08 03:48:41,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/8c256c01da7db5b73024cfcb498c12fe6a0b894d.jpg
840,0,246275639041,一级评论,1798674058,一只胡二猫,5,保密,拜登：反特朗普goat[妙啊],2024-11-08 03:46:25,0,0,,重庆,否,https://i1.hdslb.com/bfs/face/40d330ba1d01726165934d2f21fe6ebcaa5f3a07.jpg
841,0,246572803760,一级评论,400089918,屋中吕布,5,男,特朗普的儿子，小金毛好醒目,2024-11-08 03:44:33,0,3,6,湖南,否,https://i0.hdslb.com/bfs/face/27baa59e15882f3aef264bf2bd6a35d10720563b.jpg
842,0,246275408625,一级评论,364625178,但偏偏雨渐渐____,6,男,宾州地方，历代大规模选举五十余次，其中是非曲直难以论说。但史家无不注意到，正是在这些摇摆州上，决定了多少代王朝的盛衰兴亡，此兴彼落，所以古来就有问鼎白宫之说！,2024-11-08 03:42:52,0,0,且视他人疑目如盏盏鬼火，大胆地去走你的夜路,安徽,否,https://i0.hdslb.com/bfs/face/29e1e42d7bccad9079134f9bd1774e7a6d70592f.jpg
843,0,246572655824,一级评论,3546606884358647,BBB小子,3,男,笑死我了，男人女人和傻x[笑哭],2024-11-08 03:42:18,0,0,,中国台湾,否,https://i2.hdslb.com/bfs/face/d8d85cac7263665357c706355fd1c4cb5ab4765e.jpg
844,0,246275531793,一级评论,203229260,人類じゃない,6,保密,美国吞并南非的话，那以后马斯克是不是可以竞选美国总统了[doge][doge][doge],2024-11-08 03:42:01,0,0,那些卖身卖片的能不能别关注别私聊了，叼呀咩之北就不能评估一下是不是潜在客户吗，烦到閪咁，来一个举报一个,广东,是,https://i2.hdslb.com/bfs/face/41d1270b37e06e0d8f9ce68106313f4dc1c20872.jpg
845,0,246275321121,一级评论,235544969,ronincccc,5,保密,懂王：天下于我何加焉！,2024-11-08 03:40:11,0,0,,江西,是,http://i2.hdslb.com/bfs/face/6e24dc3929c0f4a2982277068cc76d12b0e0f4c6.jpg
846,0,246572432672,一级评论,326528206,太阳巨风,5,保密,什么人有懂王这样的大风大浪？话说回来，要是在我国，懂玩是一点机会都没有哦。,2024-11-08 03:40:01,0,0,https://game.lanqigame.cn/zlsh/?hlAJfBSN,湖南,否,https://i1.hdslb.com/bfs/face/f1465a1664328c1c691ea36eb54b0922c1a4219b.jpg
847,0,246572410272,一级评论,22877033,孤独の魔君,6,男,祝特朗普别“脑洞大开”和“心胸宽阔”吧，毕竟已经有1有2了[笑哭],2024-11-08 03:39:12,2,7,世界只有一个中国，且有且只有一个中国,浙江,是,https://i2.hdslb.com/bfs/face/f069362395b8ee7fb8b46aee0480ba08ec8ffd1a.jpg
848,246572410272,246275694449,二级评论,350353184,雷公助我_,5,保密,心胸开阔是那个，科普一下[doge_金箍],2024-11-08 03:45:06,0,0,,云南,否,https://i2.hdslb.com/bfs/face/e52d40acb72d1d4be70a135a1b81c115abeff646.jpg
849,246275694449,246275905633,二级评论,26175389,土豆和西红柿的幸福生活,6,保密,回复 @雷公助我_ :安倍,2024-11-08 03:49:29,0,0,Mi Manchi,河北,否,https://i2.hdslb.com/bfs/face/1b80e755c7103aa3ecfc58407df05cd1f63f6890.jpg
850,0,246275099057,一级评论,378845459,瑞鼠十三号,6,女,"万斯 你戴罪立功，封为副大统领。
约翰逊 你替天行道，众议院拿去。
马斯克 你重症旗鼓，共和党主席收好。
图尔加  你忍辱重负，五角大楼领下。
小肯尼迪  你大义灭亲，最是不易，国务院留给你了。",2024-11-08 03:37:52,1,5,ⓘ  该账号已被禁封,吉林,否,https://i2.hdslb.com/bfs/face/a6ec086accf7c92e68a0d850edf94007e7983aa3.jpg
851,246275099057,246276730049,二级评论,441037276,海的风暴,5,保密,懂王登基，大封百官[滑稽],2024-11-08 04:00:42,0,0,一万年太久，一秒钟太短，只争朝夕,广西,否,https://i1.hdslb.com/bfs/face/688ede955e708bb32a06b4d80e8cc1df56ada465.jpg
852,0,246275211889,一级评论,359351750,sir_humpy,5,保密,cui hengbo 英文名字忘记打码了,2024-11-08 03:37:29,0,0,,北京,否,https://i2.hdslb.com/bfs/face/9b15fc97025ecea30b227d92fbacfccd813a8c26.jpg
853,0,246571940624,一级评论,512276029,想得太美了,5,保密,川普是中老年妇女杀手,2024-11-08 03:30:52,0,0,,贵州,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
854,0,246274557185,一级评论,42869091,尼玛名字怎么这么难取,5,男,有没有冥府之握表情包啊，太搞了[喜极而泣],2024-11-08 03:29:29,1,0,,贵州,否,https://i0.hdslb.com/bfs/face/f60829e8231e01af09730ed9954ae9f4cb7e0d9e.jpg
855,246274557185,246572001344,二级评论,310644344,卡吗怪,6,男,@*,2024-11-08 03:32:58,0,0,交个朋友吧！,江西,否,https://i2.hdslb.com/bfs/face/bec929c4ba948294f52d48e9d167fc8381b50a17.jpg
856,0,246274517297,一级评论,3546572516231399,ツバキ_-,4,保密,特朗普改组并完全执掌了共和党，而拜登哈里斯却都是傀儡，这就是民主党输掉的原因。一边是上下一心，忠于一人，有明确的执政纲领；一边是党内山头林立，各怀鬼胎，除了反特朗普外几乎达不成共识（一如国民党的败亡）[doge]。,2024-11-08 03:27:56,0,1,,江苏,是,https://i2.hdslb.com/bfs/face/cad9a7c373fba576a6b37548cb378495d122fba3.jpg
857,0,246571567040,一级评论,385225321,御坂可ツ,6,女,怎么能在敞篷车呢，cybertruck不香吗,2024-11-08 03:25:48,0,0,Nya～ 魚をだいすき,广东,是,https://i1.hdslb.com/bfs/face/a862ecd25fe7031dd418ffb6de43958f29c7a76b.jpg
858,0,246571534864,一级评论,1211777425,梦灵Yuurei,5,男,之前明明都被法院起诉了没想到还能重新当总统,2024-11-08 03:24:29,1,0,,甘肃,否,https://i1.hdslb.com/bfs/face/f95cc293d5c8433e5f55300ca8d40e445cbe30bf.jpg
859,246571534864,246275047985,二级评论,3493085635939176,困就睡睡睡睡觉觉觉觉,5,保密,美国史上第一位罪犯当选总统,2024-11-08 03:35:55,0,0,困呐，真的好……好困呐。咱再也不敢熬夜啦,广东,否,https://i0.hdslb.com/bfs/face/d7630a4c3977bad6ef714a66a7a5a7138b4e393a.jpg
860,0,246274097265,一级评论,370410569,后来者谁,5,保密,80岁本来完全可以做个富家翁，他居然压上身家性命，重新冲击了一次事业最高峰，来了一次王者复仇记，成为如今美国政坛第一人，真他妈牛比，传奇，真他妈传奇,2024-11-08 03:20:05,10,814,总有人间一俩风，填我十万八千梦,福建,否,https://i2.hdslb.com/bfs/face/9e5dd7fb19a74f9d397cd1957f1208dd9e0b65f8.jpg
861,246274097265,246279777505,二级评论,31538384,斑芝白藥RKei,6,男,确实很励志,2024-11-08 04:37:56,0,20,,广东,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
862,246274097265,246283620353,二级评论,392500178,没有硬币就不改名字,2,保密,我就觉得他和拜登第一次辩论的时候就说了一句真实话，如果你们（指拜登和民主党）真的做的好，那我就在庄园里打球喝酒度假养老，反过来说懂王还真是民主党逼出来的[呲牙]，这一次不参选，个人财产和公司都保不住，包括布什家族和切尼家族那种共和党建制派在内的整个共和党都该感谢民主党，要不然，他们至少六年之内都没得玩，这一波属实是强行续命,2024-11-08 05:27:37,0,97,,四川,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
863,246274097265,246286088209,二级评论,496241765,凶悪な大虎鲸,6,保密,活着的传奇,2024-11-08 06:07:58,0,6,,广西,否,https://i2.hdslb.com/bfs/face/f0de0320218e63572c45dd7364755c3deeac8e6b.jpg
864,246274097265,246584500720,二级评论,10924912,我才不是王东东呢,6,男,竞选届的Faker,2024-11-08 06:21:57,0,8,你好呀！祝你开心！,江苏,是,http://i0.hdslb.com/bfs/baselabs/db37a7093e092b598fb0e04aaaf3f9b4b2e13e35.png
865,246274097265,246626296384,二级评论,286269522,江畔独行侠,5,保密,八十岁正是闯的年纪,2024-11-08 15:14:15,0,26,,广东,否,https://i0.hdslb.com/bfs/face/c2407a07a4720fcee84b632ca853faaa7e6dbb8b.jpg
866,246274097265,246396003201,二级评论,1781923693,让我们去痛扁法师,4,男,确实，懂王算是近代美国总统里数一数二的了,2024-11-09 12:28:33,0,2,,四川,否,https://i1.hdslb.com/bfs/face/3fad532c5db222f662a2abfc92e652aca6e31386.jpg
867,246274097265,246415638689,二级评论,670492193,衣锦还乡的大叔,5,保密,细心研究川普团队，全员励志[笑哭]天选之子搭配的天选良将[OK],2024-11-09 16:23:23,0,4,,广东,否,https://i2.hdslb.com/bfs/face/8b8eca9331043059ed768bcede1f95995194952f.jpg
868,246626296384,246587648049,二级评论,1262597974,Sabrina讲英语,4,女,回复 @久爱心欢 : 八十岁也是畅游迪士尼的年纪[呲牙],2024-11-12 00:55:20,0,0,从六年级英语开始讲起，同步教材进行扩展。,山东,是,https://i1.hdslb.com/bfs/face/16884d0838e4fdb8f60b51450135fb7b342b182a.jpg
869,246274097265,246836788593,二级评论,408982081,司徒言儿,5,保密,出过两任总统之后，川普家族的美利坚上层社会的地位可以升一升了。单纯做个房地产富家翁在美利坚的老钱那里地位还是低。川普家后面要是再出一任总统，他的家族可以成为美利坚五姓七望里面的一员了。,2024-11-15 04:14:31,0,0,,北京,否,https://i1.hdslb.com/bfs/face/bbdc67d7839bb099dbcb8416c14d339100014bce.jpg
870,246274097265,247759078512,二级评论,168165412,别仙棕,6,保密,[doge]人家100多岁的卡特都能出来投票了，老美的玄幻社会是我们不能比的,2024-11-22 04:59:46,0,1,,广东,否,https://i1.hdslb.com/bfs/face/d0af8b52586fe825796e414227039c55ef36de33.jpg
871,0,246273952305,一级评论,507937255,思华年l,5,保密,主页一堆懂王,2024-11-08 03:19:08,0,0,,新疆,否,https://i1.hdslb.com/bfs/face/b70455897024eee26df3ea74a49341cbaeeaeaf9.jpg
872,0,246571069520,一级评论,397383521,芝士鱈堡,6,保密,自从小日子排海以后，我再也没买过海产品,2024-11-08 03:18:11,0,1,茶道赛高:咕噜咕噜.JPG,吉林,否,https://i2.hdslb.com/bfs/face/fe415036f0a91c49e2b30b7a0c4bf4bd9a61a433.jpg
873,0,246570966656,一级评论,385225321,御坂可ツ,6,女,泰勒展开，夹逼定理,2024-11-08 03:16:46,0,0,Nya～ 魚をだいすき,广东,是,https://i1.hdslb.com/bfs/face/a862ecd25fe7031dd418ffb6de43958f29c7a76b.jpg
874,0,246273844385,一级评论,11527656,飞来MarsFly,6,男,他让我燃起了我80岁还能干事情的希望,2024-11-08 03:15:23,0,4,组一辈子的天命小分队,上海,是,https://i0.hdslb.com/bfs/face/648a01ef5aedaded6494ace7c0c5b12256cd5187.jpg
875,0,246273213313,一级评论,325323162,小光焰,6,女,懂王这次是真的牛，之前锒铛入狱，现在完胜归来，这个结果也对得起他这一大把年纪还到处跑演讲,2024-11-08 03:05:07,0,22,摸鱼ing,重庆,是,https://i0.hdslb.com/bfs/face/0e290adb0d42566d0a71f7561bf4378d01b7fe54.jpg
876,0,246569890608,一级评论,476961928,lalalaala1,5,保密,就想问问啊，特朗普这次上台还能再做两届吗？,2024-11-08 03:01:59,6,3,,江苏,是,https://i1.hdslb.com/bfs/face/bd0861e5c4c3fbc8833d3b5ecfda621eb9e8152f.jpg
877,246569890608,246570052912,二级评论,3493125731388219,两凡二天宇,3,保密,难，年龄摆在这里了。,2024-11-08 03:03:05,0,0,,浙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
878,246569890608,246273107633,二级评论,58665762,痴情寂客,5,保密,不能，一辈子最多两届,2024-11-08 03:04:03,0,6,国漫迷,广东,否,http://i0.hdslb.com/bfs/face/913febf01ed966476e1cff3baa4e9bf441feee4a.jpg
879,246569890608,246570180192,二级评论,258902000,向晴Sonnenblume,6,女,最多两届，所以也只能做一届了,2024-11-08 03:05:05,0,3,永远向光，永远生长。,上海,否,https://i2.hdslb.com/bfs/face/d915a33e49750430827a9a1548d58f00974571f4.jpg
880,246273107633,246273257233,二级评论,34053298,JJ少,6,保密,回复 @痴情寂客 :除了罗斯福，他因为战时状态续了4年[OK],2024-11-08 03:06:54,0,0,最喜欢逗蛙蛙和殖人了,辽宁,是,https://i1.hdslb.com/bfs/face/2bdbe550998fdfd5bbf96d564ada14701071d549.jpg
881,246569890608,246570316640,二级评论,4092427,低吟丿浅歌,6,男,美国总统总共上任应该就2期，分开也是2期,2024-11-08 03:10:08,0,2,低声吟唱一首浅色的歌谣,澳大利亚,否,https://i1.hdslb.com/bfs/face/80763275cbbd5f62ce93ff054120c161f73ded27.jpg
882,246569890608,246584836529,二级评论,1064940077,没人缘5,5,保密,无所谓，特朗普手下人才多，不觉得民主党之后有什么好争的，懂王的政治遗产的影响会持续很长时间,2024-11-11 23:37:21,0,0,,福建,否,https://i2.hdslb.com/bfs/face/6e7ee177b5cc681b9609c07f8d5eb574b52d409c.jpg
883,0,246272925505,一级评论,1560964760,-大步向前走-,5,保密,这些时政up的统一用词像什么“三权归一”怎么台词都是一样，资料都是哪里来的啊,2024-11-08 03:01:23,2,2,网路上的部分sb，是改造不了的,江苏,否,https://i2.hdslb.com/bfs/face/15cbc80725a48349aedc7459183a61a49ddc4110.jpg
884,246272925505,246273509953,二级评论,392517771,做一个快乐沙币,5,保密,美国不就是三权分立嘛权利集中可不就是三权合一,2024-11-08 03:10:35,0,3,,河南,否,https://i0.hdslb.com/bfs/face/b6f9187718999b76c88450a311a3ac681abfeb8d.jpg
885,246272925505,246273340001,二级评论,349484985,逆袭的薯条,6,男,百度来的,2024-11-08 03:10:38,0,0,听君一席话，胜似一席话。,广西,否,https://i0.hdslb.com/bfs/face/aff3064f2157fb70442325d94c5ec1828a3b4eb8.jpg
886,0,246272815393,一级评论,2060745480,霁云i,5,男,好奇那些叫嚣懂王当选就自尽的现在行动没，世界需要净化啊,2024-11-08 02:58:43,0,10,因为没有个性所以就没有个性签名,山东,否,https://i0.hdslb.com/bfs/face/88b075172eeb0ff8e485975471855156c317db20.jpg
887,0,246569637184,一级评论,305825848,Hao帥-,6,保密,筋吧嘟嘟，嘟嘟嘟嘟嘟～,2024-11-08 02:55:36,0,0,,河南,是,https://i1.hdslb.com/bfs/face/59e11888205b76eb1f8d73bfbc832875c6bace47.jpg
888,0,246569636528,一级评论,11684538,一式一爆足,6,男,懂王胜选已经达成，求问……什么情况下才能看到哈里斯成为新总统？[doge],2024-11-08 02:55:35,12,59,ftp://192.168.2.132:2222/,安徽,否,https://i0.hdslb.com/bfs/face/bb5cca488c3a87d1817a4aed1bead5ad3d0b46dc.jpg
889,246569636528,246272813457,二级评论,1986582375,Contact-Error,5,保密,除非当时  本来拜登当选的，后面的人让哈里斯来了（？ 才有可能,2024-11-08 02:58:38,0,0,"OMO
想嘲笑就嘲笑吧 因为取笑就是最大的欢愉",山东,否,https://i0.hdslb.com/bfs/face/ec88d2abb71ab58ced91d5ba8163032c7951009a.jpg
890,246569636528,246273490897,二级评论,386341380,山高任水流长,6,男,老登头现在让位，程序上，哈哈可以做三个月,2024-11-08 03:09:48,0,7,走起,北京,是,https://i0.hdslb.com/bfs/face/7ffbac490bbdfe8728539b1784319b69a695ebcd.jpg
891,246569636528,246570853312,二级评论,46370229,Sakiuli丶樱九璃,6,女,懂王遇刺，Maga造反被镇压，拜登宣布国家进入紧急状态，然后心力憔悴（笑）力竭而亡，哈里斯继承总统之位并极大可能顺势成为下任总统（毕竟Maga都造反了直接视内乱的情况紧急交接权利就行）[吃瓜],2024-11-08 03:15:53,0,6,世缘幻，幻生界。,广东,否,https://i0.hdslb.com/bfs/face/807d572880451ebea55cd59f32ac20cb4aa8600e.jpg
892,246569636528,246574033840,二级评论,327879325,星辰之外的我,6,男,梦里[脱单doge],2024-11-08 04:02:21,0,0,轻度中二病患者,江西,是,https://i1.hdslb.com/bfs/face/af20c5af945ae2536c54934e5884cc8affcc06eb.jpg
893,246569636528,246576900976,二级评论,1415904543,墨天凉2887,6,保密,一加一在什么情况下不等于2[doge_金箍],2024-11-08 04:35:33,0,0,,山东,是,https://i0.hdslb.com/bfs/face/1a72254773039b0753f57c7844a310e34e835769.jpg
894,246569636528,246279711505,二级评论,234065675,可爱的小紫罗兰,6,女,拜登身体不好退位由哈里斯接任还能当两个月新总统，圆脸说过这个，说反正民主党已经g了，不如整个活，让哈里斯上去当两天[笑哭],2024-11-08 04:38:08,0,2,,吉林,是,http://i2.hdslb.com/bfs/face/7b13ee0202f991a114096b734c5e5ecbf2258f3f.jpg
895,246569636528,246577846976,二级评论,3341439,雨落漠城,6,男,拜登现在辞职就行[OK],2024-11-08 04:47:19,0,0,所有重要的离别，都没来得及告别。,安徽,是,https://i0.hdslb.com/bfs/face/7f45f417d692a74a7b484ca0bb206d3b77fec6c5.jpg
896,246569636528,246578311856,二级评论,60012206,锦鳞跃龙门,6,保密,现总统没有行为能力的时候，副总统就能接替这会儿的总统。,2024-11-08 04:53:15,0,0,认真到不敢下决定，只好去猜,江苏,是,https://i2.hdslb.com/bfs/face/ff348f4c686fbab1907d037b916d1253e7c89098.jpg
897,246569636528,246281715745,二级评论,293721876,星际仙女,4,保密,民主党的梦里,2024-11-08 05:02:08,0,0,,广东,否,https://i0.hdslb.com/bfs/face/b8a00807583a337ba335769ab2cbf255b144afe1.jpg
898,246569636528,246579567344,二级评论,305351443,名字一定要长才好认呀,6,保密,拜登突然挂了[吃瓜][吃瓜][吃瓜],2024-11-08 05:07:39,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/37349f26af69755537e0644bef0feaa53e92e49f.jpg
899,246569636528,246284603057,二级评论,18424096,cr0n05,6,保密,怂恿拜登坐敞篷车[doge],2024-11-08 05:45:45,0,0,,马来西亚,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
900,0,246272544097,一级评论,1817930351,苞米腹肌猛男,5,保密,奥巴马能和特朗普打？？？估计是奥巴马背后的财团和特朗普打吧[笑哭][笑哭],2024-11-08 02:54:18,0,0,这个人很懒，除了美貌与智慧什么都没留下,辽宁,否,https://i2.hdslb.com/bfs/face/d6aff62f676d247f832e240284eb27a52c1e62ce.jpg
901,0,246272430561,一级评论,47700380,程痴恩,6,保密,还没稳呢，还有2个半月才正式上位，民主党还有两个半月的搞暗杀,2024-11-08 02:52:28,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/7c05d27609c896cba1a686cf70d673cc08dee089.jpg
902,0,246569325616,一级评论,595100,天晴以聚,6,保密,川普怎么清算我不管，奥组委先把我们杨柳的金牌还来！,2024-11-08 02:50:08,0,0,,上海,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
903,0,246569133184,一级评论,506014209,亿颗鑫5598,5,保密,懂王，背叛者我都给他一百万，听懂；听懂掌声,2024-11-08 02:46:04,0,0,,江苏,是,https://i0.hdslb.com/bfs/face/ccd15d012b543898ede2e49e8d231ed516fecc89.jpg
904,0,246568798688,一级评论,369607004,SvenRin,6,保密,知道up为什么没给你点赞吗？up喜欢的是米歇尔奥巴马,2024-11-08 02:44:52,0,0,,云南,否,https://i2.hdslb.com/bfs/face/95dedd302fd480f0c0b8c4d86d93da8ab6a500f7.jpg
905,0,246568953552,一级评论,73651510,装填中的KV-2,6,保密,这个黑不了，马斯克是真有钱,2024-11-08 02:44:29,0,0,,山东,否,https://i1.hdslb.com/bfs/face/8a4cdff1b3b87e383c5bea4b061d896b4cb624ec.jpg
906,0,246271856049,一级评论,143211874,YB边城浪子,5,保密,八年后登子卷土重来并放下豪言：90岁，正是闯的年纪！,2024-11-08 02:42:30,5,152,,江西,否,https://i1.hdslb.com/bfs/face/fa53183539b4815e7168df8d6548c914f7d950e3.jpg
907,246271856049,246272369329,二级评论,230357668,冷眼守墓人,6,保密,90后，正值壮年[OK],2024-11-08 02:53:01,0,25,婚姻是爱情的坟墓，身边坟太多，做个冷眼看坟人,北京,否,https://i1.hdslb.com/bfs/face/5326c93f946e2857900c3142637671b3b7e616e2.jpg
908,246271856049,246577559984,二级评论,2450207,为逆成魔,6,男,登子真到90的时候估计只能阿巴阿巴了,2024-11-08 04:43:25,0,18,,广东,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
909,246271856049,246281811809,二级评论,433742392,Chers_amis,5,女,说完拉裤兜了,2024-11-08 05:04:37,0,10,和妹妹共用一个号的二刺螈……性别，看号谁在用,湖南,否,https://i1.hdslb.com/bfs/face/77711884a8f57045c99ab1b90562437d49a5ff1d.jpg
