序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
733,0,246477161760,一级评论,5123502,轨迹阿斯顿,5,保密,其实想来想去，这些跟普通人关系不大，哪怕没有这些事，也不好过，不知道大家有没有印象，现在各种客服都换成了AI，还有AI绘画，AI剪辑配音，还有工业化流水线的机械臂，劳动密集型也在大量淘汰人力，这时候科技与其说是解放人力，不如说在淘汰人力了，这几年说着外卖保安在吸纳一部分人群，可也是杯水车薪，那些什么新能源汽车也是，去车间看了就知道，根本用不上几个人，而多出来的人去竞争剩余的工作岗位，想想就恐怖,2024-11-06 20:20:26,0,8,,广东,否,https://i0.hdslb.com/bfs/face/b4ce475ce4268e0f7d24de3d500eb93e0b61bd3a.jpg
734,0,246477095680,一级评论,20550401,觉醒-捷度,6,保密,任何人讲，中国，不从特朗普为主分析都是假的,2024-11-06 20:20:13,0,0,剑风和印度美食爱好者,广东,是,https://i2.hdslb.com/bfs/face/cab3d0b2cefe2b70274dce69e4425afcee4b440c.jpg
735,0,246184185825,一级评论,1344007155,通辽煎饼首席执行官,5,保密,工资上涨我是不信的，大通胀倒是真的会来,2024-11-06 20:10:24,0,1,,天津,否,https://i0.hdslb.com/bfs/face/1befe28a343f6c266edda297d559db819a6e4040.jpg
736,0,246184119505,一级评论,526008265,酒不醉人-人自醉-,5,男,从国内的情况来看，上面不大可能涨工资，极大可能是放松小额贷款的条件，对部分企业贷等其他贷款也会一定程度放低要求，通过贷款来让民众去消费，让经济流转，其实这几年看国内贷款公司一下多了很多，而且很多软件包括微信之前很长一点时间都在推贷款就看出来了，房地产崩了就搞这个，up他们太乐观了，或者说有些话必须这样说吧,2024-11-06 20:10:22,0,0,,四川,是,http://i1.hdslb.com/bfs/face/80f35b81f459b05f1f70258257965ad175954e9f.jpg
737,0,246476782992,一级评论,1682442321,我是四不像,4,保密,开玩笑。朝韩模式停战，要问问普京是否同意吧？,2024-11-06 19:57:06,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
738,0,246476638480,一级评论,14405816,猎户座计划候选人,5,男,首先 其他都有可能 但是工资是不会涨的 该裁员还得继续裁 物价倒是有可能缓慢上升,2024-11-06 19:47:53,0,0,"2014年退出现役 光荣退伍
2024年不再编码 无业游民",浙江,否,https://i2.hdslb.com/bfs/face/453d52da3c3f24b589d52108078feaee587e005a.jpg
739,0,246476632368,一级评论,294188933,唯爱注入jklove,5,男,涨工资🤣什么最终幻想，物价抬一下就老实了,2024-11-06 19:46:59,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/3326498357d11cae4824bd9a32acf40d346c405a.jpg
740,0,246183845089,一级评论,474758094,凌胜利,6,男,美俄同盟 想起来太可怕了,2024-11-06 19:44:50,1,0,32岁身高178帅哥 中南大学数学系毕业 现居长沙单身数学老师,湖南,是,https://i0.hdslb.com/bfs/face/f7a825650c0ee930fd2fc1441d7c395ee795c04b.jpg
741,246183845089,246186308513,二级评论,487555957,好运在线,6,保密,怎么可能啊，吃掉别人几千亿外汇所有政策都转向了没有回头路，要不然只有把总统干掉搞大清洗。,2024-11-06 22:57:35,0,0,,四川,否,http://i1.hdslb.com/bfs/face/fd90ec1c5c09a34ae4ae0bcb5286eca79aa8e111.jpg
742,0,246476571488,一级评论,289913246,熊猫盖饭zZ,5,保密,这期偷懒了，只有3分钟,2024-11-06 19:37:59,0,0,,四川,否,https://i2.hdslb.com/bfs/face/d988f05331df2490fa23a88f8b2a5418a0883f7b.jpg
743,0,246183698561,一级评论,404275568,千鸟格大衣,4,保密,看来要印钱了,2024-11-06 19:37:30,0,0,,贵州,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
744,0,246183689377,一级评论,602417778,笑嘻嘻02,4,保密,刺激消费，拿什么刺激呀？中国90%以上的人月入也不过四五千，让他们买房还是买车呀？真正有钱的人，不敢花钱，没钱的人，你疯狂的让他们买东西，拿头买吗？,2024-11-06 19:36:18,1,0,,北京,否,https://i0.hdslb.com/bfs/face/f2c030fc569e342ae7c6ba8e101b4e8a4e6d685a.jpg
745,246183689377,246186418065,二级评论,487555957,好运在线,6,保密,不敢收资产税，还刺激，神经都刺穿了。,2024-11-06 23:00:48,0,0,,四川,否,http://i1.hdslb.com/bfs/face/fd90ec1c5c09a34ae4ae0bcb5286eca79aa8e111.jpg
746,0,246476482288,一级评论,121396643,乌戈君op,6,保密,早就是亚洲金融遗址啦,2024-11-06 19:36:10,0,0,隔壁薯片半价...,江苏,否,https://i2.hdslb.com/bfs/face/2fc63a48e4a7ad6ee42f738215ffe5e808485174.jpg
747,0,246183637713,一级评论,828174,萧萧姆,6,保密,现在这个时代，敢做预测的都是大神,2024-11-06 19:34:00,0,0,,辽宁,否,https://i0.hdslb.com/bfs/face/a17821b935533af3f992b9c81bb0bdebbb9f2c13.jpg
748,0,246183617505,一级评论,253642365,慵闲斋,5,保密,涨工资？俺喜欢[打call],2024-11-06 19:30:07,0,0,,北京,是,http://i0.hdslb.com/bfs/face/25616dedc64f852f9605cd69d4c34f92537985d9.jpg
749,0,246476368544,一级评论,1936873427,技术一流的达人,5,女,特朗普绝对趁火打劫敲诈普京一笔 不然对不起他商人的职业素养 至于乌克兰怎么样他绝对不真心关心的 但是他当选后绝对会为了敲诈恐吓拼命奚落普京并且绝对大放厥词羞辱普京,2024-11-06 19:30:02,0,0,,德国,否,https://i2.hdslb.com/bfs/face/2dd45edddca45333cbeac1f8cbd474f6238a9bc6.jpg
750,0,246476351936,一级评论,17167101,Mircn,6,男,"马保国接旨！elon musk为从龙之臣，可剑履上殿，入朝不拜，赞拜不名。加封一龙马为保国公，称马保国，赏黄金万两～

马保国～保国公～还不接旨呐[doge]",2024-11-06 19:26:52,0,1,"发布关于键盘的一切视频都仅供参考。
勿喷，勿杠，毕竟你说的都对，摇了我吧～",广东,是,https://i0.hdslb.com/bfs/baselabs/15439a96bbe7867a317a4ac4b3414942941979a4.png
751,0,246183417361,一级评论,330390667,狂った果実,5,男,只要对我们有利，就行。干掉有利那就干掉他,2024-11-06 19:21:45,0,0,,上海,是,http://i1.hdslb.com/bfs/face/af42e9d02a1536c37d8a1b606e0d63a764bdf74e.jpg
752,0,246183410177,一级评论,330390667,狂った果実,5,男,川普是被干掉对我们有利还是不被干掉有利,2024-11-06 19:20:53,1,0,,上海,是,http://i1.hdslb.com/bfs/face/af42e9d02a1536c37d8a1b606e0d63a764bdf74e.jpg
753,246183410177,246186615169,二级评论,487555957,好运在线,6,保密,川普只是商人思维，民主党那帮人很阴损。,2024-11-06 23:08:20,0,0,,四川,否,http://i1.hdslb.com/bfs/face/fd90ec1c5c09a34ae4ae0bcb5286eca79aa8e111.jpg
754,0,246476243056,一级评论,387996437,小猪GYP,5,保密,中国的基本盘是一带一路，这个不倒美国再怎么作妖都伤不到中国的根本。,2024-11-06 19:17:27,0,0,,湖南,否,http://i2.hdslb.com/bfs/face/82e612c32bfa920d3bce93e97b7fee9b28a15417.jpg
755,0,246183243793,一级评论,35139487,拟态幼虫,6,保密,为什么制裁中国我们会涨工资，有什么原理吗,2024-11-06 19:14:48,0,0,,湖南,是,https://i1.hdslb.com/bfs/face/f778b6212f47428db1729baabdfd64ac2dd7f5c7.jpg
756,0,246475756128,一级评论,1893034328,见鬼非人哉,6,男,刷好的都是50W,2024-11-06 18:59:06,0,0,冷夜无常断生离，罪问枯骨葬西风。,安徽,否,https://i2.hdslb.com/bfs/face/1496caccaea826e53d1562e6b3d839cc9b5182f2.jpg
757,0,246475668832,一级评论,149657341,我们旅行的理由,6,保密,让你懂完了,2024-11-06 18:56:13,0,0,故乡的百合花开了,湖北,是,https://i1.hdslb.com/bfs/face/1aedbb2d3c45806bd902ebdaecd5690bae93555e.jpg
758,0,246182960449,一级评论,21701071,小san笑,6,保密,按特朗普的不靠谱，会不会印度化引中国企业去美国搞杀猪盘，我感觉有可能，毕竟抖音摆在这,2024-11-06 18:56:02,1,0,,广东,是,http://i1.hdslb.com/bfs/face/7ed101424440a528baf8043dde46c2eb752f0498.jpg
759,246182960449,246182918353,二级评论,22719081,mikuorain,6,保密,今年的特朗普没那么不靠谱了，政治上成熟很多,2024-11-06 19:00:20,0,0,,湖南,是,https://i0.hdslb.com/bfs/face/19fbbb03f53cdd9d3a9d92cea6e1c48bed811495.jpg
760,0,246475708800,一级评论,1760590305,绝叶777,4,保密,工资涨2倍物价10倍[doge],2024-11-06 18:54:32,0,0,,江西,否,https://i0.hdslb.com/bfs/face/bbcf444a8a9c426825d2c9c8922cabe946fbe659.jpg
761,0,246475683248,一级评论,266144331,捎夕,6,女,真涨都给你上舰[滑稽],2024-11-06 18:52:14,0,0,Suni❤,陕西,否,https://i0.hdslb.com/bfs/face/eeaac2c2ef68154048c9137ca0bc703324cdd87e.jpg
762,0,246475681760,一级评论,1338299524,旭日弘阳,4,保密,直接给香港干废，这是大家都乐见其成的。,2024-11-06 18:52:06,0,0,,江西,否,https://i1.hdslb.com/bfs/face/0615c4f7ed90920536caaa89891099af410e51b7.jpg
763,0,246182774241,一级评论,37484787,A富如东海啵啵鱼,6,保密,所以说人民币要贬值？？？,2024-11-06 18:52:00,1,2,,浙江,否,https://i0.hdslb.com/bfs/face/a18591d80ddad3c6a7a03e0e95621d7e84380697.jpg
764,246182774241,246183362705,二级评论,1024639058,233小ivan,5,保密,"短期会有波动,但中长期会部分取代美元地位并存在升值压力.",2024-11-06 19:14:49,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/528e7eeab5b0ebed67bb3c85e0a149514f257df2.jpg
765,0,246475575136,一级评论,263967111,半月亭,5,保密,特朗普胜选了，你们都预测特朗普接下来怎么施政，而我比较关心特朗普什么时候把扎克伯格送进监狱[doge_金箍],2024-11-06 18:49:37,0,1,,广东,否,http://i0.hdslb.com/bfs/face/b67049d0fc0ce20c9336eb50c53a3e6c69d3f90a.jpg
766,0,246182693697,一级评论,397258657,不失业的韩工,6,男,[笑哭]制造业设计，看来更找不到工作了,2024-11-06 18:49:11,0,1,"苦比的电气工程师
反二次元q群936961089 
小号防失联：不失业的韩工小号
滑雪群私聊",辽宁,否,https://i1.hdslb.com/bfs/face/ec5bee37ef2b785396da91a1cfcd078287ac0870.jpg
767,0,246475476800,一级评论,1499667110,尊寶,3,保密,11.民主党大佬继续暗杀川普 双十一“卒”[脱单doge],2024-11-06 18:48:59,0,0,,山西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
768,0,246475560272,一级评论,34566041,NinjaZan-,6,男,我真感觉现在老卢发的视频中的观点有点像在竞选美国总统。[doge_金箍],2024-11-06 18:48:15,0,1,划水king。,重庆,是,https://i2.hdslb.com/bfs/face/23cf6476cc454143b1f4c5580eeb2e3b63bc1d3c.jpg
769,0,246182803249,一级评论,279476697,rtkt,6,保密,干脆一分为二  南北政府独立管理  这样不就消停点了,2024-11-06 18:47:55,0,0,,湖北,否,http://i0.hdslb.com/bfs/face/4f751b9959bcb167f0c990a4cfcb7464cf442a24.jpg
770,0,246475540720,一级评论,3493146344294431,京德说,4,保密,战争你可以挑起来，但放下不是你说了算的，一点地缘战略观念没有。用经济这套苍白无力,2024-11-06 18:46:29,0,1,,山东,否,https://i1.hdslb.com/bfs/face/629d09f3fb88138d99baf504237f576bbf586009.jpg
771,0,246475313520,一级评论,479914935,青岛波队,4,男,玩车是一种不妥协的坚持，你的刹车决定了你跑起来的极限，拒绝口嗨性能，刹森只为真的运动，同时不只是运动。有需求随时沟通交流刹森山东总经销，刹森刹车皮销冠店结合你的需求推荐对口的产品[抱拳],2024-11-06 18:40:31,0,1,刹森山东总代理，最懂你驾驶需求的刹森代理，考虑到制动产品线越发完善，刹森刹车皮销冠店、GEEK制动全品店同步运营：zhangbo201405,山东,否,https://i0.hdslb.com/bfs/face/200545d136bd6cc231bff643bb7501c18089f69f.jpg
772,0,246182547329,一级评论,529702682,㝲䌍,5,保密,所以黄金会所以黄金会不会再涨？还值不值得入？,2024-11-06 18:38:39,0,0,,湖北,否,https://i2.hdslb.com/bfs/face/b5a388e6f1c65cdd3cada7c49478f1c2d138d112.jpg
773,0,246182433009,一级评论,27647052,琉Ryu,6,保密,缓解就业压力也很重要,2024-11-06 18:35:02,0,0,"ichi'
",陕西,是,https://i0.hdslb.com/bfs/face/dc60a7c12953952c06e8d7587727494eb3d4bb64.jpg
774,0,246475283872,一级评论,13681423,萧别先生,6,男,黄金凭什么涨？不跌吗？,2024-11-06 18:34:57,0,0,英法音乐剧人,安徽,否,https://i1.hdslb.com/bfs/face/4b10cf89e61a9d7d037eb3da794f4750bdd98430.jpg
775,0,246475210912,一级评论,3546665669625912,被吃掉的昵称_,4,男,啥玩意儿工资提高？ 听到这句话后我觉得可以直接走了,2024-11-06 18:34:53,0,0,,天津,否,https://i0.hdslb.com/bfs/face/485ed22e5f098b1d8d54bcc4774964990e29d51f.jpg
776,0,246182406913,一级评论,22239388,破阳龙,6,保密,工资上涨，你问你老板答不答应,2024-11-06 18:30:56,0,1,热爱生活,重庆,是,https://i1.hdslb.com/bfs/face/531ec3c777f981b39f8f8acb3db5ecfb9f373ea0.jpg
777,0,246475087952,一级评论,88374301,AutumnMRain,5,保密,谁上来都一样会贸易战经济制裁，这是两党达成的共识，世界会越来越右，逐渐走向孤立主义,2024-11-06 18:30:26,0,8,可以爱，可以笑，可以是朋友！,黑龙江,是,https://i1.hdslb.com/bfs/face/d081c3f8f3a56fd25b571119773bcac61eaa1bb6.jpg
778,0,246182234801,一级评论,37982872,陳曉曉啊,5,男,特朗普也不是傻子，他不会让美国再次深陷中东战争泥潭的,2024-11-06 18:29:10,1,3,,北京,是,https://i0.hdslb.com/bfs/baselabs/f11c7f4f9aadae775526ff1005183ff3c04be185.png
779,246182234801,246528931600,二级评论,1430841730,00后B站新人,5,男,他是犹太人的老丈人（他姑爷就是个犹太人，血统贼拉纯正的那种）,2024-11-07 12:16:04,0,0,,河北,是,https://i0.hdslb.com/bfs/face/member/noface.jpg
780,0,246182272209,一级评论,259452657,云帅已经被抢注了,5,保密,没有像样的对手赢了也没含金量不是？跟他耍耍[doge_金箍],2024-11-06 18:28:12,0,1,,四川,否,https://i0.hdslb.com/bfs/face/149f643807d3777efe7fc7bb7f24db0683beda5e.jpg
781,0,246474889840,一级评论,1023600921,有意见就润不润说鸡毛,6,男,我就说了川普上任，对我们是坏事，一堆人还搁那说他是正常人，他希望世界和平，就是因为他是正常人，他想发展本土，对我们才不利,2024-11-06 18:22:21,4,4,一一为具言所闻不问，皆叹惋,四川,否,https://i0.hdslb.com/bfs/face/958a60eca389d155200fb88aed94e6d84c4beb8f.jpg
782,246474889840,246186541329,二级评论,487555957,好运在线,6,保密,哪头发展吗？脏乱差都是移民在干，没有移民自己干成本翻几翻，工资却不涨，能搞得起来,2024-11-06 23:15:08,0,0,,四川,否,http://i1.hdslb.com/bfs/face/fd90ec1c5c09a34ae4ae0bcb5286eca79aa8e111.jpg
783,246186541329,246555866528,二级评论,1023600921,有意见就润不润说鸡毛,6,男,回复 @好运在线 :你都说了移民干的，就是要让移民继续作妖，把那边搞得越乱越好，对我们就是间接帮助，然而川普要修墙管控移民，这不没法拖后腿了吗？,2024-11-07 19:32:23,0,0,一一为具言所闻不问，皆叹惋,四川,否,https://i0.hdslb.com/bfs/face/958a60eca389d155200fb88aed94e6d84c4beb8f.jpg
784,246555866528,246627068736,二级评论,3493080187537518,逐鹿星河又亿年,5,保密,回复 @喜欢拉黑是什么心理 :为什么没有正当竞争的自信呢？盼着对方怎么怎么的混乱不如提升自家的实力，一个强大的对手也是提升发展的重要因素,2024-11-08 15:22:24,0,0,这个人不神秘，但还是什么都没写,河南,否,https://i0.hdslb.com/bfs/face/2144ab69df8a5e9159001aa9da825b47e4e916cc.jpg
785,246627068736,246635397056,二级评论,1023600921,有意见就润不润说鸡毛,6,男,回复 @逐鹿星河又亿年 :我可没那么大度，各为其主，更别说他加倍收关税，比疯婆子还多，这不直接伤害了？,2024-11-08 17:22:06,0,0,一一为具言所闻不问，皆叹惋,四川,否,https://i0.hdslb.com/bfs/face/958a60eca389d155200fb88aed94e6d84c4beb8f.jpg
786,0,246474761504,一级评论,320761638,修改昵称需6硬币0_0,6,保密,有的狗要断狗粮咯[大笑],2024-11-06 18:17:43,0,1,技嘉终极黑粉,陕西,是,https://i0.hdslb.com/bfs/face/8ab437d59e1ad936a9f58b01961892c9f8eed115.jpg
787,0,246181986001,一级评论,94432770,为妳頃尽天下,6,保密,出2分钟的蹭热点？,2024-11-06 18:17:40,0,0,,上海,否,http://i0.hdslb.com/bfs/face/87061ab81569564a2476af922a8dfb177623c1f7.jpg
788,0,246474801840,一级评论,14969226,MJ俞,5,男,评论区的意思是我们要回到解放前了？,2024-11-06 18:15:50,1,0,,广东,否,http://i0.hdslb.com/bfs/face/ecdc32b68c3c4f70db587ea383dd8990f1d49dd5.jpg
789,246474801840,246256974481,二级评论,2056125374,EvansYang007,4,保密,一切数据都是暂时的都是表象，只有科技的突破才是真实的。,2024-11-07 17:51:59,0,1,,广东,否,https://i2.hdslb.com/bfs/face/a986e0397c819c999bf32dfc2a35f4d40f298745.jpg
790,0,246181944401,一级评论,48864168,账号已注销,0,保密,加关税加关税，不加关税美国自己都活不下去,2024-11-06 18:14:24,0,0,,广东,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
791,0,246474475680,一级评论,629515849,思妮沈,5,保密,想屁吃！还上涨工资，除非是多印刷...,2024-11-06 18:13:50,0,1,,云南,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
792,0,246181742849,一级评论,3546582037301888,㑺堯,4,保密,涨涨涨，会让你涨吗？想让你消费那还不简单，不愿意消费，直接水电气油米柴盐全部蹭蹭蹭涨死你,2024-11-06 18:11:03,0,2,,四川,否,https://i2.hdslb.com/bfs/face/87a51acb330769f5a0dc6b6549dcb013df3c1edf.jpg
793,0,246474447104,一级评论,3546566545639716,跑堂的白展胖,5,保密,现在乌克兰、以色列和欧美已经凉了。朝鲜出兵援助俄罗斯证明西方没钱没武器扛不住了。明年川普上台，美国和俄罗斯一合并，估计俄军明年夏季就差不多能占领北约全境了。,2024-11-06 18:10:33,0,1,欢迎大家来到我的直播间，每周日12:00-22:00与您不见不散！,辽宁,否,https://i0.hdslb.com/bfs/face/fa2261b6b9246902045186eafa80ef3fbc475446.jpg
794,0,246181573905,一级评论,481755078,十块零五,5,保密,和我这个月薪三千的没什么关系吧,2024-11-06 18:03:32,0,1,,四川,否,https://i0.hdslb.com/bfs/face/b187324122d4e20d70115f85bc18a027bad4fa43.jpg
795,0,246181616161,一级评论,1861655454,Asdfyvhuij,4,保密,工资涨了，商品也贵了，有什么用？涨了等于没涨,2024-11-06 18:01:27,0,0,,广东,否,https://i0.hdslb.com/bfs/face/bbe64b7857bce08d6e529967f7482807e403c38d.jpg
796,0,246474254128,一级评论,519170513,被拉黑备用号,4,保密,物价也会涨,2024-11-06 17:59:34,0,0,,湖南,否,https://i2.hdslb.com/bfs/face/d5ddd60ed0ca9fece8930eb2222249af934ac8e3.jpg
797,0,246181427521,一级评论,440707874,璃沢,5,保密,不敢想象集权美国的执行力,2024-11-06 17:58:05,0,0,,宁夏,是,https://i2.hdslb.com/bfs/face/a0aaaf19c3bb5e7e186652928ffcba62ad414c93.jpg
798,0,246474054480,一级评论,487172842,无敌小熊猫_,5,男,我这头像4年没换过！！,2024-11-06 17:57:31,0,1,你不要给我搞事情！,江苏,否,https://i1.hdslb.com/bfs/face/adaed736a9edd78bc7379fba8c5dd11e5d016acb.jpg
799,0,246474221488,一级评论,4555009,水上星光,6,保密,为什么工业上的拉扯，最受影响的是香港？香港作为金融窗口不是应该更活跃吗,2024-11-06 17:57:18,1,0,你知道我要说什么,广东,是,https://i1.hdslb.com/bfs/face/da341d2b8615af813e99219508d989ea2bc391ff.jpg
800,246474221488,246181682081,二级评论,147131454,头铁扛锅,5,保密,贸易保护主义减少了货币交流需求，作为金融服务平台的香港受冲击是正常的,2024-11-06 18:05:51,0,1,,美国,否,https://i0.hdslb.com/bfs/face/e6a4d889e2bace521bef2f8a9633a6bd55da2f70.jpg
801,0,246474220432,一级评论,346920801,上去土坷垃额,4,保密,那得等懂破床活到上任时才有可能，恐怕还会有人想让他从一只耳变成脑洞大开的啃泥地。,2024-11-06 17:57:14,0,0,,黑龙江,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
802,0,246181322561,一级评论,3279877,聖聖诞节,6,男,拉动内需，问题是现在的情况是富豪们不怎么消费，平民们没钱消费。,2024-11-06 17:56:41,0,2,朋友，你听说过战舰少女R么？,广东,是,http://i1.hdslb.com/bfs/face/7a4d5043bf90bf5f2fcf5ca9f4b888f374d68d4a.jpg
803,0,246474096880,一级评论,578609142,藤川久奈,5,女,"假如你是李华，你的一个美国朋友卡玛拉·黛维·哈里斯在立下自己已经获胜的flag几个小时后发现形势变化，自己输掉了美国总统大选。
请你写一封信安慰她 要点包括：
1. 告诉她最终结果还没有出，获胜还有希望。
2. 指责共和党操控选举。
3. 鼓励他如果败选则向最高法院提起诉讼。

Dear Kamala Devi Harris:
__________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________________
Yours，
Lihua",2024-11-06 17:55:35,0,1,与名为“现实”的怪物战斗,安徽,否,https://i0.hdslb.com/bfs/face/06f9d18aeefd5c378a0931bdc2df6bb1584cec84.jpg
804,0,246181026993,一级评论,274946479,爆头不包邮,5,女,ai,2024-11-06 17:54:29,0,0,粉丝Q群：861343999,广东,是,https://i1.hdslb.com/bfs/face/6fb05f895d854e68419d45eef2c2e272b04ad25f.jpg
805,0,246181273185,一级评论,348745883,红茶还是绿茶呢,5,保密,风调雨顺的时候你都没喝上口汤，现在过紧日子了你还要吃肉，想啥呢[笑哭],2024-11-06 17:52:53,0,0,心灵深处受伤的七圣电圣双尾黑猫柯基忠实粉丝你好啊,广东,否,https://i2.hdslb.com/bfs/face/6f11fce6b04c0fb48a771e4ef490417b746f9c26.jpg
806,0,246473910336,一级评论,87471617,黎明缠论,6,男,无所谓，多空我都有的赚。,2024-11-06 17:51:36,0,0,三线小游资。学缠论找我。加微信greatlhd获取指标公式。,浙江,是,https://i2.hdslb.com/bfs/face/8a92344fe0b7a9c5c44b5e33e97d4d3aac708fdb.jpg
807,0,246473742512,一级评论,650354447,旧山新雨,5,男,总结：多发钱，多放假。,2024-11-06 17:50:25,0,0,男生,浙江,否,https://i2.hdslb.com/bfs/face/ff2fa71d5d96eb840072dba7621f651cf7ad0db7.jpg
808,0,246181123201,一级评论,49423370,甲贺半藏,4,保密,光一个懂王还挺可爱，但是懂王加上钢铁侠就很可怕了。如果我们国运还在，只有美国内乱这一种可能性。,2024-11-06 17:46:00,0,0,,四川,否,http://i2.hdslb.com/bfs/face/91f63c2fb28285ec55309d72b7f05bbe4ca32163.jpg
809,0,246473805440,一级评论,353893225,车祭大将军沃克,5,男,巴勒斯坦要吃大苦了,2024-11-06 17:45:45,0,0,昂撒是匪,吉林,否,https://i1.hdslb.com/bfs/face/2b591929d623f143cb61ec146c1fdf53d42c5b48.jpg
810,0,246473572576,一级评论,29706408,kw79,6,保密,中欧贸易协定！启动！[doge_金箍],2024-11-06 17:41:31,0,0,爱玩英雄联盟，爱看大g和挖机！正在学习游戏视频剪辑！,浙江,否,https://i0.hdslb.com/bfs/face/490f4895f9224dc9d5d851401288f9c42d9daf9d.jpg
811,0,246473425984,一级评论,25691247,samurai001,6,男,最后一点不太可能，更可能的是开发落后国家市场，继续推一带一路，补上外贸需求,2024-11-06 17:40:26,0,1,,广东,否,https://i0.hdslb.com/bfs/face/801f3d5833af78bae068097a035ab3d902175f7b.jpg
812,0,246180701153,一级评论,924087,全b站最理智詹密,6,保密,出口受阻，还能工资上涨，这么说会有一波通货膨胀，再叠加货币贬值，还有可能会滞胀风险,2024-11-06 17:39:57,0,0,,广东,是,https://i0.hdslb.com/bfs/face/e59bcc7163af06cd06f7d1d1760cd18004c9779d.gif
813,0,246473547280,一级评论,289890729,当年明月蕉,5,保密,工资水平一般不会涨，物价倒是涨了不少[笑],2024-11-06 17:39:06,0,1,,广东,否,http://i0.hdslb.com/bfs/face/14a63a47315175387136188fea2a4b4b4de8d77c.jpg
814,0,246473603712,一级评论,642120,__晓月.ッ秋楓,6,男,我前面我看到国家要产业转移到内地我就说了铁是推动内循环 和美国的金融战有点吃不消了 需要找新的突破口 这一步也只是试探性的 一群人就开始鼓吹房地产 我父母都急了前面老是打电话让我买房子说要涨 我就是这样给他们说的不可能，之前高速发展房子早就超过了他该有的价值，现在发展减缓很多企业都顶不住了，还想着再涨，可能不嘛！,2024-11-06 17:38:40,0,0,一直一直好咸鱼,重庆,否,http://i0.hdslb.com/bfs/face/c2f60cb998fa94eb066f63566546a2c35a533382.jpg
815,0,246473483184,一级评论,16604034,名字不好取先来十个字,6,保密,重点不在涨工资，而在于如何让老板肯把自身利润少分点，把利润让出来分给底层工人。不然这头涨工资，那头涨物价，最终都是空，内循环也难以搞起来,2024-11-06 17:36:20,0,0,,广东,否,https://i0.hdslb.com/bfs/face/522524bbd234544920405ce54eed96142b13f331.jpg
816,0,246473466128,一级评论,2065491328,bili_56484517150,5,保密,又准备撤中国驻美使管驱逐华人，还有华为又要被制裁了。,2024-11-06 17:35:15,0,0,,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
817,0,246180314049,一级评论,192500296,DuanLing22,6,男,工作都没有，涨工资也涨不到我头上，不如先多创造就业机会[怪我咯],2024-11-06 17:30:13,0,4,去伪存真，反帝反修,北京,否,https://i1.hdslb.com/bfs/face/9f39cc23a51b6ace873a0888fea76a75d0fe6f64.jpg
818,0,246473218448,一级评论,39660907,小小爱猫先生,6,男,搅屎棍,2024-11-06 17:29:29,0,0,,广东,否,https://i1.hdslb.com/bfs/face/44996faaa128c84efe781d2a116d5f18498410d2.jpg
819,0,246180354721,一级评论,517973772,纯生啤酒酿,4,保密,工资上涨？钱从哪来。文章基调是悲观，最后居然突然转成喜从悲来。玩文字游戏呢。,2024-11-06 17:25:59,0,2,,浙江,否,https://i0.hdslb.com/bfs/face/8b57795cd732b18c1b6fb5d4f9a24fe75925ebae.jpg
820,0,246472985408,一级评论,10871742,账号已注销,0,保密,其他的都信了，最后一句不信,2024-11-06 17:24:54,0,0,,湖南,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
821,0,246180228721,一级评论,3418997,fhbgod,5,男,别的不说，以色列这点就很肤浅，别看他叫的凶，说要加大援助，后面会不会真不一定。,2024-11-06 17:24:40,0,0,,浙江,否,http://i0.hdslb.com/bfs/face/member/noface.jpg
822,0,246180329185,一级评论,435684750,22171685709_bili,5,保密,其实我更想问的是，特朗普的回归在某种意义上是不是意味着民主的成功？,2024-11-06 17:24:01,0,0,,广东,否,https://i0.hdslb.com/bfs/face/fea6b2bb0e53579850170a429a7999886c479688.jpg
823,0,246180196193,一级评论,350257452,一江之帆,5,男,大学学工科的，电子信息工程，对我们就业有影响吗？[跪了][跪了],2024-11-06 17:22:55,0,0,,安徽,否,https://i0.hdslb.com/bfs/face/72efc4bfccaee7d8315c24bffd3fa76452c12ad5.jpg
824,0,246180189089,一级评论,1789656877,卧龙雨,5,男,为啥说他加强中国贸易战有人说是好事？,2024-11-06 17:22:32,0,0,,浙江,否,https://i1.hdslb.com/bfs/face/3d78313514bde5f4fdb1a563888b3a535c9531ae.jpg
825,0,246472896032,一级评论,393528313,微小的水滴,6,保密,对普通人的影响两字：通胀[doge],2024-11-06 17:20:29,0,1,一个个人投资者,广西,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
