序号,上级评论ID,评论ID,评论属性,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像
1570,0,246703175568,一级评论,1057884601,我已是睁眼了,4,保密,"亲爱的特朗普

见字如面，展信舒颜。当你打开这封信时，我应该正坐在前往斯克兰顿的飞机上，那里是我的家乡，我伟大的父亲养育了四个孩子的美丽地方。而你，想必已经宣誓为美利坚合众国第47任总统了，对此我要向你表示祝贺。

四年前，作为你的对手，我曾亲眼目睹你从白宫离开，那时我便知道你会回来，我比谁都清楚，蝇营狗苟斗不过美利坚的雄鹰。

我们飞翔的越高，在那些不能飞翔的人眼中，就越是渺小，我也曾是这样的雄鹰，像你一样无所畏惧、所向披靡。也许你说的对，我已经老了，不仅是身体，还有我的灵魂。这些日子我常常会想起年轻时候的事情，那时的我们，为了人民的利益而发声，为了国家而战斗，我们发动一场又一场的战争，为此很多人指责我、辱骂我，但你我都明白这一切都是为了美国，为了我们的人民。是什么时候开始改变的呢，什么时候开始我成为了一个唯命是从的提线木偶，什么时候开始我成为了一个对人民挥刀的刽子手，大概是知道儿子犯错我却视而不见的那个夜晚，请你原谅我，如今，我是民主党的一名政客，但我更是一个想要保护自己孩子的父亲，家人已是我的一切。如果可以，请你帮帮他，帮帮我这个不成器的儿子，这是来自你的老对手，一个父亲的最卑微的请求。

我已经老啦，美国我就放心交给你了，可乐按钮我一直给你留着，就在笔筒的下面，等你退休了我们或许可以一起打打高尔夫球，我会让你三杆。请你记住，斯克兰顿的拜登永远欢迎你。

上帝保佑你，上帝保佑美国
你最真挚的对手 
瞌睡乔",2024-11-09 13:29:53,0,0,,河北,否,https://i1.hdslb.com/bfs/face/19c27cabfd5774fa681f5ce76a0d0fd96aa1f633.jpg
1571,0,246400809345,一级评论,2037637485,哔哩的风之魂,5,保密,像不像指环王的洛汗国王，被巫术蛊惑，最后再次站了起来,2024-11-09 13:27:44,1,6,,山东,否,https://i0.hdslb.com/bfs/face/b0cc44d8c2e57deaecb9f198b21271d87b1837b5.jpg
1572,246400809345,246400817841,二级评论,318893574,嗯嗯嗯豹豹,6,保密,像大明王朝的杨金水,2024-11-09 13:28:03,0,0,这个人很懒，签名和这个人一样懒,上海,是,https://i0.hdslb.com/bfs/face/4f5259986c4f943649afd2a835226dc8b9e6a5c5.jpg
1573,0,246400514481,一级评论,1071862399,Margaret_45,5,保密,大一的时候是川 毕业还是川 谢谢老登的陪伴，但以后是川,2024-11-09 13:24:47,1,22,"Le vent se lève 
大家如果有想看的张译老师的影视片段可以私信我哦，我都可以剪哒
前提是要关注哦?",天津,否,https://i1.hdslb.com/bfs/face/10629b27e3f225a06671709a9e30945fa4ecc78b.jpg
1574,246400514481,246712906496,二级评论,175910739,四仈六,6,女,哥们，你这么一说我发现我也是，同一届[笑哭],2024-11-09 15:16:33,0,0,本小姐很懒，什么苹果都不想买,安徽,是,https://i0.hdslb.com/bfs/face/3e82341d710ac38182cf4edcd7d1ec4bcd496411.jpg
1575,0,246702572992,一级评论,359317551,两年半是个实习生,5,男,真的被放出来了[doge],2024-11-09 13:21:59,0,0,我是阳光开朗大男孩 ＼＼٩( ᐛ )و ／／,北京,否,https://i0.hdslb.com/bfs/face/b6170f02a510d57e2e9ec9ce9da901715736bafe.jpg
1576,0,246400325825,一级评论,3493076377012774,雾里飞仙,5,保密,感觉拜登是个老年痴呆[笑哭],2024-11-09 13:21:24,0,1,,云南,是,https://i1.hdslb.com/bfs/face/4843c41807e4f2a772ff0ba6cb92a995f7330c84.jpg
1577,0,246400213185,一级评论,794293,想画一朵玫瑰,6,保密,他精神头好像好了好多，神奇,2024-11-09 13:20:43,0,1,想画一朵玫瑰,广东,否,https://i1.hdslb.com/bfs/face/b60b06a58654af45ec449c7a5998f8185d053500.jpg
1578,0,246400054657,一级评论,401123998,是沐雨澄风y,5,保密,拜阁老全身而退,2024-11-09 13:19:43,0,2,Trust nobody but yourself,中国香港,是,https://i1.hdslb.com/bfs/face/2eba2bd65db4ebb3bbd88ec9087ec8988cf99707.jpg
1579,0,246400170369,一级评论,453246583,公子入林丶何时归,5,保密,这何尝不是另一种乔的笑呢,2024-11-09 13:19:29,0,0,,四川,是,http://i1.hdslb.com/bfs/face/b292b049a6b598cb284ad303d9029867c3aa1e5a.jpg
1580,0,246702284784,一级评论,19507409,禅韵随心指,6,男,这位师爷真是装糊涂的高手[doge_金箍],2024-11-09 13:18:59,0,1,学无止境,安徽,否,https://i2.hdslb.com/bfs/face/77a5d76bc4302f0356bda1c8df81165dbd7c84e9.jpg
1581,0,246399980561,一级评论,481441575,龙沉于海,5,男,说拜登是傀儡的……感觉对美国政坛了解不大，虽然我也不太了解，但我知道，奥巴马还是总统时候，拜登就已经是副总统大权在握了，这样一个人受党内掣肘是肯定的，但傀儡……太扯了,2024-11-09 13:18:37,0,0,,江西,否,https://i0.hdslb.com/bfs/face/dcacf33d2c463234462378f584d5573def479954.jpg
1582,0,246399718097,一级评论,3493076377012774,雾里飞仙,5,保密,特朗普躲过暗杀，就已经注定了他是下一任,2024-11-09 13:15:33,0,4,,云南,是,https://i1.hdslb.com/bfs/face/4843c41807e4f2a772ff0ba6cb92a995f7330c84.jpg
1583,0,246399718001,一级评论,1101964567,别超刻超我,5,保密,能从冷战那个风云变幻的时代退下来的人，果然比这帮只会搞LGBT的强多了[笑哭],2024-11-09 13:15:33,4,266,,天津,否,https://i1.hdslb.com/bfs/face/cc0af4e784633c9de0342557d929a5844ff34a76.jpg
1584,246399718001,246436838433,二级评论,394389395,榆次好男人,5,保密,那会可是地球online强度拉满的时候，这群LGBT跳梁小丑能比吗？[doge],2024-11-10 02:37:50,0,100,,山西,否,https://i2.hdslb.com/bfs/face/bf7e5806a69357b06ad471a4fdeb6fe7f5d706dc.jpg
1585,246436838433,246439946097,二级评论,1101964567,别超刻超我,5,保密,回复 @榆次好男人 :那肯定的，冷战那会恐怕不只是玩阴招，啥东西都使得出来,2024-11-10 03:21:22,0,47,,天津,否,https://i1.hdslb.com/bfs/face/cc0af4e784633c9de0342557d929a5844ff34a76.jpg
1586,246399718001,246630964785,二级评论,19197678,纔光,6,男,拜登年轻在政坛那时候地球online强度拉满，什么古巴导弹危机，装备竞赛，太空竞赛，一不小心就可能核战，而且他还访问过前苏联，基本上大场面都见过，和现在的情况比嘛，拜登想明哲保身那还不和小孩过家家一样简单？[doge],2024-11-12 12:12:27,0,77,,辽宁,否,https://i0.hdslb.com/bfs/face/18375b988a02c7c3fb2e6b489e352ebd2846aa4d.jpg
1587,246399718001,247261361216,二级评论,198379735,苏斯路尔兰,6,保密,这群lgbt能和打过巅峰赛的比吗,2024-11-16 07:48:38,0,6,啊，我的大会员之力啊,河南,否,http://i1.hdslb.com/bfs/face/6fca29c827dced8371fc5047240cc866558957cc.jpg
1588,0,246701833936,一级评论,3536523,LyySource,6,男,这种被人抛弃、背叛，这种墙倒众人推在职场也是普遍存在，哪怕是万人之上都这样，我们一个小卡拉米又能怎么样呢？哎，太难受了。,2024-11-09 13:14:40,0,1,不想加班搬砖想变成隼龙斩妖除魔拯救世界,广西,是,https://i0.hdslb.com/bfs/face/0da39b08fdf7046d2fe3a1f8c4b08bca47ffc40e.jpg
1589,0,246701832656,一级评论,1223114338,CSGO-基德,5,男,如果这四年真是演的，他真是能忍啊，忍住被全世界嘲笑，待时机一到，他却给了全世界一个得意的笑,2024-11-09 13:14:37,0,79,"Jump Up Kick Back Whip Around And Spin!  
幻影旋转>>>
有为青年，不起雷钳！",辽宁,否,https://i1.hdslb.com/bfs/face/e1a7b6d7074775839485f735cdc786f17263de30.jpg
1590,0,246701791584,一级评论,3546681138219703,愉悦-_-悲悯,4,保密,这是特朗普的王者归来，也是拜登的绝地反击。两个八旬老人为我们上演了一场空前精彩的大选。,2024-11-09 13:13:16,0,0,你不能只在处于顺境时才说人间值得。,吉林,否,https://i1.hdslb.com/bfs/face/2784a2fad0f54c1acc59124c10e6db22bf3d7b52.jpg
1591,0,246399302993,一级评论,234948262,流光璀璨的金闪闪,6,保密,杨金水！真的有装疯卖傻骗过了所有人的人！孙膑，朱棣，拜登！,2024-11-09 13:09:41,0,0,言足以饰非，智足以拒谏,上海,是,https://i1.hdslb.com/bfs/face/4c7b305b44ac6bbd200f404b04fdb9db795980a4.jpg
1592,0,246399099393,一级评论,6114895,bigdogjoe,6,男,"看看,什么叫冷战遗老的含金量(后仰)[doge]",2024-11-09 13:08:03,1,38,哎.......,浙江,是,http://i1.hdslb.com/bfs/face/1685e95b4684d6f50ac067e3b1e44ba5fe868fb6.jpg
1593,246399099393,246399589089,二级评论,6114895,bigdogjoe,6,男,真正的辅助只需要1个MAGA帽子与一句垃圾[doge]我愿称之为抓时机大师,2024-11-09 13:14:29,0,10,哎.......,浙江,是,http://i1.hdslb.com/bfs/face/1685e95b4684d6f50ac067e3b1e44ba5fe868fb6.jpg
1594,0,246399081697,一级评论,40699557,番茄火少洋柿子,6,保密,各位压力大的时候，想想那个起诉特朗普的律师,2024-11-09 13:07:23,0,9,,山东,否,http://i0.hdslb.com/bfs/face/2c422b3c712c267e85ff7db8a3e35a261d1dca47.jpg
1595,0,246399035889,一级评论,366720691,退治大怪兽的专家,6,保密,啊？发生了什么？怎么老拜头风评反转了？有人给我从头到尾讲解一番吗？,2024-11-09 13:07:18,0,0,,北京,是,https://i1.hdslb.com/bfs/face/ec8d9d9d4a8384103bb2f7ccdc459e4b5a14de6a.jpg
1596,0,246700991200,一级评论,21878318,捣腾000,3,男,拜登：终于不用装老年痴呆了,2024-11-09 13:04:49,0,0,,湖南,否,https://i2.hdslb.com/bfs/face/2140085e0a6edd89d1b3da263f33b8402bf4df99.jpg
1597,0,246398904337,一级评论,1542299382,账号已注销,0,保密,拜登其实挺厉害的，自1970年参政以来，除了前两次选总统（1988和2008）没拿到党内提名，在54年的政治生涯里，他在正式选举里从来都没有输过，一次都没有，不管是参选县议员，参议员，副总统，总统都一样。[吃瓜],2024-11-09 13:04:29,0,10,,马来西亚,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1598,0,246700823888,一级评论,256144634,舞天逸尘,5,保密,千万不要低估拜登，他可是经历冷战的老政客了，有啥不懂的。拜登是真不想再竞选了，但是民主党背后势力逼着他继续竞选，所以只能摆烂，对外宣传塑造一个痴呆的形象，看了他对竞选结果后的演讲，思路口才没问题，其实就是演。,2024-11-09 13:02:23,0,0,,安徽,否,https://i2.hdslb.com/bfs/face/034ed36a0520346955403fe1ea7462f33f011973.jpg
1599,0,246700609296,一级评论,229014116,CainDo,6,保密,伏惟圣朝以笑治天下,2024-11-09 13:00:39,0,1,,山西,否,https://i2.hdslb.com/bfs/face/1883146b86b528b1eb128345e4c26e45d9d18771.jpg
1600,0,246700665232,一级评论,1682964901,雨宫24,5,保密,再乱说什么 竞选基金只能给副总统花，所以才哈里斯，别乱分析了好吗,2024-11-09 12:59:50,0,0,"""时间雨""",江苏,是,https://i1.hdslb.com/bfs/face/57be7f78844457aa83329ea26292ff8dff6e303a.jpg
1601,0,246700659408,一级评论,172053146,艾尔哆,6,保密,😆,2024-11-09 12:59:39,0,0,啦啦,山西,否,https://i2.hdslb.com/bfs/face/534afb8970237f1fea8beded04de8119917e44e7.jpg
1602,0,246398391665,一级评论,3461572806576188,虚拟军师,4,保密,“不让我上，输了吧”,2024-11-09 12:59:35,0,0,,江苏,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1603,0,246700523296,一级评论,368260238,星昏晨,5,保密,我挺好奇哈里斯现在怎么想的[doge][滑稽],2024-11-09 12:58:45,0,0,,吉林,否,https://i2.hdslb.com/bfs/face/c7c76a49e4d583e104888d77036f12e5e3dd6b4a.jpg
1604,0,246700517040,一级评论,376096626,更衣小夜a,5,保密,你猜拜登大本营宾州是怎么投的特朗普,2024-11-09 12:58:30,0,0,,四川,否,http://i0.hdslb.com/bfs/face/d9d5db2ddaa9239f4ce7cf413cb57a51959b6230.jpg
1605,0,246398239921,一级评论,3493119374920584,Akiredusty,4,保密,老登之前被背刺了，现在恶气出了能不高兴吗,2024-11-09 12:57:54,0,0,你不能指望一群连义务教育都没接受过的生物拥有大脑,福建,是,https://i0.hdslb.com/bfs/face/3d0afa5cd28e63b9c3d91971167135f1345a873b.jpg
1606,0,246700093744,一级评论,26899742,Aircloud_天云,6,男,当傀儡 民主党不让他赦免他的儿子 但是特朗普可能会 拜登开心坏了,2024-11-09 12:54:02,0,0,人生无常,四川,否,https://i2.hdslb.com/bfs/face/2ef8dbaf000c8625c5abc4dc8ec82e809e3aacef.jpg
1607,0,246398106433,一级评论,11061064,阿拤,6,男,所以有些人真以为拜登是个痴呆了，新闻学魅力时刻,2024-11-09 12:54:00,0,1,,河北,是,https://i1.hdslb.com/bfs/face/2b6679d25fe39136aee094968eebb49c41515546.jpg
1608,0,246398017361,一级评论,111853352,维克多的幻想,6,男,拜登童年家庭贫困不幸，年轻妻女车祸死亡，晚年有出息的大儿子死了，没有背景被合伙人背刺好几次，二儿子坑爹，我都不知道经历了里面任何一件怎么走出心理阴影，从最年轻的议员到最老的总统，老拜登其实比懂王励志，从小贫困人家出身的，以前没有懂王那么好的医疗生活条件，老年痴呆早了，拉稀瞌睡乔算名留青史。刚好老登今天在祝贺特朗普演讲的时候也说了：生活中的挫折是不可避免的，但放弃是不可原谅的，衡量我们品格的标准是我们能多快的站起来。诸君共勉,2024-11-09 12:53:42,106,3281,试着去做吧，哪怕一无所有，也好裹足不前,陕西,是,https://i2.hdslb.com/bfs/face/ae6caf4a94ae56aef349f7fb42090edaa22166ce.jpg
1609,246398017361,246398433361,二级评论,283017884,鱼虾壹整碗__,6,保密,只能说是个可敬的对手,2024-11-09 12:58:54,0,185,,江苏,否,https://i2.hdslb.com/bfs/face/43c4420c229b35e653c979f4b5c0ef089866543c.jpg
1610,246398017361,246400585553,二级评论,445106562,击飞-,6,男,真厉害,2024-11-09 13:25:13,0,16,哔哔大学哩哩学院1901班,辽宁,是,https://i0.hdslb.com/bfs/face/c7fe584d16457afda70ebdfccbfded646b1f62f3.jpg
1611,246402208865,246403697985,二级评论,438824057,金边1975,6,男,回复 @小小哈記 :中肯的,2024-11-09 14:01:21,0,7,睡觉了睡觉了,湖北,否,https://i2.hdslb.com/bfs/face/74a01c1b6fff9aa4fedcd8c23a732c6b784c2046.jpg
1612,246398017361,246712334816,二级评论,232996039,林澈q,6,男,囫囵个的在那个，吃人泥潭里全身退了[笑哭]🐮比[OK],2024-11-09 15:10:11,0,26,不期待所以就不会有伤害,山西,否,http://i1.hdslb.com/bfs/face/1d011366d0cfdf2105da77a60ac2d25e3c139ede.jpg
1613,246398017361,246713927440,二级评论,110533141,uchiha_sena,6,保密,他就是自己的背景,2024-11-09 15:27:44,0,15,,上海,否,http://i1.hdslb.com/bfs/face/be54b23450a8286c1e92a674e889495e796638b3.jpg
1614,246398017361,246412962353,二级评论,3493286037687203,终无到达,4,保密,这UP主连基本逻辑都不懂，当时奥巴马退休，拜登做了这么久的副总统，铁定的要当总统了，对手还是当时搞笑的懂王。结果推了希拉里出来，这就是背叛，拜登恨死奥巴马了。要是拜登2016年当选总统，他也能干的很好，不至于老年痴呆总统被全世界嘲笑,2024-11-09 15:47:21,0,230,,福建,否,https://i2.hdslb.com/bfs/face/7f275f01b29b9a2ecc687494d968664811849ab8.jpg
1615,246398017361,246413198257,二级评论,3546589519940094,一个有好奇心的人,4,男,【拜登在公开活动中与小女孩们的互动-哔哩哔哩】 https://b23.tv/RmFQkSg,2024-11-09 15:51:58,0,14,,江苏,是,https://i0.hdslb.com/bfs/face/a377d6c9f2e73a3ba9dfbd033ca627ba26fe25cc.jpg
1616,246398017361,246716672512,二级评论,16949621,比琳奈儿,5,保密,拜登背景不够，也不愿意向相关势力低头，要不然以他的能力和资历早就做总统了，何需给奥巴马做副总统。30岁就做参议员什么概念，那时候希拉里还在大学搞运动，特朗普刚刚继承老爸的公司，奥巴马和哈里斯还在读小学....,2024-11-09 16:00:06,0,160,,上海,是,http://i0.hdslb.com/bfs/face/member/noface.jpg
1617,246398017361,246414008177,二级评论,65324391,MacaronisMaster,6,男,突然觉得这个老人变得可敬了,2024-11-09 16:00:49,0,13,一只喜欢到处瞎拍的肥宅O_o,河北,否,https://i0.hdslb.com/bfs/face/d580cea35ff6585daa8ffd3fba4dedb3e89b9789.jpg
1618,246398017361,246414656465,二级评论,3546648925964360,kaze_卡泽,2,保密,没想到现在拜登风评还能反转,2024-11-09 16:09:06,0,244,,安徽,否,https://i2.hdslb.com/bfs/face/dea6619f4d2fac9c61f7456fcd176776c369b3b3.jpg
1619,246414656465,246717406112,二级评论,1935778015,゚潮,5,保密,回复 @泽西影 :互联网  很神奇吧,2024-11-09 16:09:48,0,95,,湖南,是,https://i1.hdslb.com/bfs/face/082f575a9e1397ab7d919d53a7b7a3e79157dc75.jpg
1620,246414656465,246415020993,二级评论,346772797,FUZE223,5,男,回复 @泽西影 :不看国家利益，单纯看个人成长史，他确实励志,2024-11-09 16:15:18,0,140,We were both young when I first saw you,广东,否,https://i1.hdslb.com/bfs/face/d82fdd4c86dc20d8710fcb65ca7729b9e81ce486.jpg
1621,246412962353,246415948977,二级评论,15187999,Sn2il,6,男,回复 @终无到达 :所以才有说是奥推动的逼宫这个说法，结果视频里还反着说，还不如猜是拜登演了四年最后下套坑了逼宫他的人。,2024-11-09 16:28:06,0,39,自我剥削,重庆,是,https://i1.hdslb.com/bfs/face/628e223f6d3278eee5825d6138c46b4d33494fb8.jpg
1622,246717406112,246422678657,二级评论,406282166,33390730815_bili,4,保密,回复 @゚潮 :相当神奇,2024-11-09 18:49:18,0,0,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1623,246717406112,246422726657,二级评论,406282166,33390730815_bili,4,保密,回复 @゚潮 :又应了那句让子弹飞一会，看飞多一会，哈哈,2024-11-09 18:50:02,0,10,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1624,246415948977,246422695841,二级评论,406282166,33390730815_bili,4,保密,回复 @Sn2il :现在老登头口碑好转，奥黑名声尽臭，只是不知美国那边舆论是咋样的，跟咱们国内一样吗？,2024-11-09 18:51:17,0,35,,河北,否,https://i0.hdslb.com/bfs/face/member/noface.jpg
1625,246412962353,246424135329,二级评论,523769072,椿去花开,5,保密,回复 @终无到达 :正确的，和奥巴马是无稽之谈,2024-11-09 19:59:11,0,5,我见青山多妩媚，料青山见我应如是,山东,否,https://i2.hdslb.com/bfs/face/c84f6b48e11bb4b48daedc885df6a68776001b2e.jpg
1626,246398017361,246424621297,二级评论,396485569,张月亮的小哭包,6,女,"稍微理解了一下他为啥那么护着那个不争气儿子了[笑哭]要是亲属一死死一串的话很难不对剩下那个感情旺盛[笑哭]
当然老头这种苟劲还是很值得学习的😂😂😂人生嘛，只要不死不残不进去其他都是小事",2024-11-09 20:19:42,0,58,反驳你就是你有问题。举报你就是看不上你。咋这都搞不懂呀宝贝,河南,否,https://i1.hdslb.com/bfs/face/3256c9398a759b247cbf8ecbda6a7ba9855bf993.jpg
1627,246398017361,246728156592,二级评论,21513209,Senmu森木,6,男,他大儿子咋死的？？,2024-11-09 20:45:17,0,1,佛系青年,河北,否,https://i2.hdslb.com/bfs/face/adcc33c4eca78039dae4caf01e7ff611909586e1.jpg
1628,246398017361,246728672352,二级评论,15120712,秃头小饭团,6,保密,拜登只能说丑陋但很坚强。,2024-11-09 21:21:46,0,3,,云南,否,https://i1.hdslb.com/bfs/face/5849baa6784f2a09d9d011d94ed17ab14bb7d933.jpg
1629,246728156592,246425359185,二级评论,30663186,疯狂星期四帕帕帕帕帕,6,保密,回复 @Senmu森木 :早年拜登一家人出车祸，（可查1972年）拜登第一任老婆和大女儿死了，大儿子2015年英年早逝（脑癌）。剩下了个坑爹的,2024-11-09 21:26:02,0,13,,广东,否,https://i0.hdslb.com/bfs/face/73e629246c00740c05c4c3a91ebc1f81555f86b9.jpg
1630,246398017361,246730510560,二级评论,3546609889577008,龙卷风之劈,3,保密,但是他做过的事不敢恭维。https://b23.tv/BV17U4y1Z7kq,2024-11-09 23:24:21,0,10,,广东,否,https://i1.hdslb.com/bfs/face/7c5e51f78ab2ee3e6039649e2371fc9293cd2794.jpg
1631,246728156592,246731423296,二级评论,92173649,残花落叶迟,6,保密,回复 @Senmu森木 :大儿子脑癌死了，拜登怀疑是因为他大儿子曾经在伊拉克美军基地做过文职，那个美军基地有一些有害物质致使他好大儿染病，还对中东美军基地出手过,2024-11-09 23:54:16,0,28,看到糖想吃，看到醋想喝，想想还是糖醋了吧,山东,是,https://i2.hdslb.com/bfs/face/57571bb445ecd74ae0870fd92ada82fca3f75bc7.jpg
1632,246424621297,246428197985,二级评论,29679752,罐头分你一半,6,保密,回复 @张月亮的小哭包 :人之常情,2024-11-09 23:55:36,0,1,可恶，竟然放闪光弹ε=( o｀ω′)ノ,河北,否,https://i2.hdslb.com/bfs/face/bbdd6feff2d355a875c0892358219879de7ab43f.jpg
1633,246728156592,246733697168,二级评论,382448213,秋秋秋秋秋日,5,保密,回复 @Senmu森木 :脑癌,2024-11-10 00:47:49,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/f7415aacd6aff6eaee49dafea3855b6feacf787f.jpg
1634,246398017361,246733780944,二级评论,3493088297225008,123123123klk,5,保密,拜登：来来来，你过来当我自传的枪手,2024-11-10 00:50:29,0,1,,河南,否,https://i1.hdslb.com/bfs/face/5cb1503f98f650b1545b43be26ac83b431bbf97f.jpg
1635,246414656465,246735741104,二级评论,1980021,何时能不卡文,6,保密,回复 @泽西影 :反转谈不上，拜登年轻时水平高是真，现在老年痴呆也是真，以前他再傀儡也是总统，在现在这个节点和中国有立场冲突，自然强调他拉的一面，他现在政治生涯已经结束，就没必要那么针对了。就像哈里斯参选后特朗普也没少骂她，现在她输了，没有利益冲突后，特朗普清算民主党她反而排不上号,2024-11-10 01:27:10,0,53,,河南,是,https://i0.hdslb.com/bfs/face/640d3ec5d353609e292f4911ece54a41002e14e0.jpg
1636,246412962353,246432696689,二级评论,281555374,次方不好吃,6,男,回复 @终无到达 :2016年拜登要是竞选特朗普绝对是赢不了的[脱单doge],2024-11-10 01:33:53,0,6,,河北,是,https://i1.hdslb.com/bfs/face/d78399b318bd1769b55f2165db8196d6326e519b.jpg
1637,246414656465,246737880960,二级评论,1914931945,矢与量,5,保密,回复 @泽西影 :他风评不好不一直是站在政治的角度去看待的？谁当美国总统在这风评都不会好，现在他退了，可以客观评价他的一生了,2024-11-10 02:00:09,0,21,vector,河南,否,https://i1.hdslb.com/bfs/face/45ca9fc187366b16c090cfb0dfdce2842ab5c66a.jpg
1638,246414656465,246436760225,二级评论,1998356055,_不断前进_,5,男,回复 @泽西影 :因为是前总统了啊😀,2024-11-10 02:37:33,0,1,为什么我的眼里常含泪水，因为我对这土地爱得深沉,辽宁,否,https://i0.hdslb.com/bfs/face/5516d4bac5f4b727dedfeb9760314396ef391894.jpg
1639,246414656465,246740546928,二级评论,13064716,薯条还是土豆丝,6,男,回复 @泽西影 :回复 @泽西影 :政治圈跟别的小圈子不一样的。小圈是一带节奏全跟风跑了,2024-11-10 02:40:58,0,4,,新加坡,否,https://i1.hdslb.com/bfs/face/76f12993b24b8d8a5d5afcd0c5733b72e8d26417.jpg
1640,246414656465,246741428032,二级评论,1662060039,不如早点睡哈哈哈,4,保密,回复 @泽西影 :角度不同,2024-11-10 02:52:26,0,0,。,河南,否,https://i0.hdslb.com/bfs/face/862c457b11f17896d8b55f46159901d3097e4d5b.jpg
1641,246436760225,246438593553,二级评论,350729292,吹灯风,6,保密,回复 @_不断前进_ :美国政界人物头衔前面一旦带上个“前”，那就跟换了个人一样[doge],2024-11-10 03:02:46,0,13,哔哩哔哩 (゜-゜)つロ 干杯~,山东,是,http://i0.hdslb.com/bfs/face/20bca5ff08dd431b1c38436da770d6a3e502baa7.jpg
1642,246728156592,246453909649,二级评论,43616996,祝你好运_也祝我好运,6,男,回复 @Senmu森木 :脑癌,2024-11-10 06:16:42,0,0,怕鬼真的太幼稚了，我带你去看看人心,浙江,是,https://i2.hdslb.com/bfs/face/c14e08bb9890d79e67419d82c600b66daffe2910.jpg
1643,246398017361,246456276881,二级评论,3959454,激进派普奇厨,6,保密,他是出生的时候老爸破产了，比穷人还穷,2024-11-10 06:51:46,0,4,决定论并不悲观，只要你相信命运眷顾着你。,美国,否,https://i0.hdslb.com/bfs/face/2ee8c58ce100368373c94f3549fbc53d235aec4a.jpg
1644,246398017361,246765832240,二级评论,291106209,韩旭hanxu韩旭,5,男,乔·拜登，是政治家，绝对不傻！！ 54年的从政经验中，当了8年副总统和4年总统，他太知道何时该示弱何时该显强了，更深知大势所趋与党挣的关系和节奏！！,2024-11-10 08:04:49,0,5,大道至简，真水无香！,吉林,否,http://i0.hdslb.com/bfs/face/1a1dd64da804c701628c52b78e16666124e256c2.jpg
1645,246414656465,246462600177,二级评论,3092790,灵辰,6,保密,回复 @泽西影 : 拜登早年的风评就没差过，能力也是公认的强。风评差的也只有老年拜登，没办法要服老嘛,2024-11-10 08:25:57,0,16,,贵州,否,http://i0.hdslb.com/bfs/face/11cc2342e201d2eefa3a03f68cfc0a0daabb9d5a.jpg
1646,246733780944,246462779345,二级评论,631028463,玖萬裏風鵬正舉,5,男,回复 @123123123klk :这个传在拜登上任之前就有了，还真不是现在才有的,2024-11-10 08:28:26,0,1,,重庆,否,https://i0.hdslb.com/bfs/face/b0e0d3a470a2556b9a2a5840c10769b5d445af03.jpg
1647,246398017361,246774470800,二级评论,506263815,吱吱爱搬砖,6,保密,确实从个人经历上看，拜登更励志。中青年的拜登是毫无瑕疵的政治明星。,2024-11-10 09:59:57,0,9,,上海,否,https://i0.hdslb.com/bfs/face/63df88367fa06c2a27d60c4ffe958f3967d52ebc.jpg
1648,246414656465,246470835009,二级评论,702891173,up主白粉,5,保密,回复 @泽西影 : 拜登风评本来就不差，人们都是调侃他老年痴呆。拜登属于传统的美国政客，我们和他们有打交道的经验，我们强硬，他们就主动退避一下，似乎已经达成了某种默契，就像是当年轮流反对印度入常一样。但是这特朗普出招不按常理，难说以后关系怎么样,2024-11-10 10:17:24,0,9,,天津,否,https://i2.hdslb.com/bfs/face/06bf35fadf8c5a16de85e5a0fa974501d34f9701.jpg
1649,246414656465,246780592880,二级评论,11476548,以wu理服人,6,男,回复 @泽西影 : 风评转不转不是取决于他叫什么，而是取决于他是不是美国总统，现在他不是了，有事情自然不用这么苛责,2024-11-10 11:11:37,0,3,我只拉黑鲨狗,浙江,否,https://i0.hdslb.com/bfs/face/8370f522fe3349ff8e5d5777b54168f9f4f75b0d.jpg
1650,246414656465,246475692385,二级评论,313992,说个锤子啊你,6,保密,回复 @泽西影 : 其实懂王风评好起来也是在下台之后的。之前的喝消毒水，包括b站的鬼畜都是调侃懂王的。带贬义嘲笑性质的。,2024-11-10 11:16:55,0,9,,山东,是,https://i0.hdslb.com/bfs/face/f767f7187b13b4c5faaa5d77671956e7ebcae646.jpg
1651,246414656465,246481214369,二级评论,485462588,但是我有星星,6,男,回复 @泽西影 : 因为他离开了那个位置,2024-11-10 12:28:31,0,3,我是个傻逼我操,陕西,否,https://i2.hdslb.com/bfs/face/a074a874f0efce549f4452ddd5f3e6620379eaf8.jpg
1652,246414656465,246794974064,二级评论,266732534,彼此环绕的双星,6,保密,回复 @泽西影 :之前也就是嘲笑拜登拉稀什么的，这也算不上什么黑点，老了确实没什么办法。,2024-11-10 14:07:28,0,3,"东施效颦
",山东,否,https://i2.hdslb.com/bfs/face/0fc31a4d9984c0bcf50a7457d9c43a9d75b1d645.jpg
